"MODEL(ST,GE)",BASE LON,BASE LAT,2017[GWh],2018[GWh],2019[GWh],2020[GWh],2021[GWh],2022[GWh]
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],155,20,137.91156868256812,254.00008835790726,243.1037017847547,123.03741853811603,188.29646406151642,157.37960714041327
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],150,20,138.42338097600432,257.8499869004103,242.28879113451214,123.78217695599463,200.33078516594344,164.40178230822335
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],145,20,145.43126767350205,274.18235765877074,247.08021599911862,123.8705068553719,198.44395403764554,168.07992716283738
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],140,20,148.71437089481424,277.875155793244,250.02340477118926,121.8856066867042,201.2901215324906,171.86962589946762
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],135,20,152.59977490106417,275.9947332329739,246.36002344396024,119.63749041405197,201.81966358440866,170.26637301560078
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],130,20,153.45313630955638,271.3948857070985,244.19920381230352,117.16750091004221,201.92312122461644,169.8740669293368
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],125,20,150.88344191688483,268.1927767126649,234.99586826514337,113.83643042258691,202.11381971473202,165.20978716779845
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],155,25,136.8961619184842,255.2685299731864,243.28234213767567,126.12779420464734,195.50322845678423,158.2034989569349
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],150,25,141.45464305277545,256.9575016625126,243.41276568341164,125.01622375754052,198.56404667040897,161.862051801287
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],145,25,147.23769332042673,272.1338180789883,250.41682445679285,123.63557907863037,194.03190048492493,168.5638912577748
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],140,25,152.26529237649342,276.29900148275004,250.66212199183113,123.38807628674837,205.95668506514266,169.44183620058385
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],135,25,152.798173082239,275.4076034849319,247.85660584941112,120.07987085930473,202.0208929136151,169.81831488074494
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],130,25,152.48904605050484,270.74164813418975,244.41690354549144,117.6315631418419,201.69529159774956,166.1464466274247
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],155,30,136.46776290881806,253.59552436369844,247.14137248503064,127.22432453593272,195.55249343366563,157.52795135616813
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],150,30,140.74578483227756,258.7492011929684,242.60238716585428,125.50993968207953,202.0512202643726,165.72703603017592
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],145,30,147.49100386926528,265.61471334542597,246.9666902193031,123.5880136782423,199.62626739466893,165.3847278230798
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],140,30,152.56703139155172,271.7950738067966,248.73172975796982,122.13187385633246,192.5206528240669,167.5979385331321
STORAGE100.0[GWh]GENERATER SPECS0.110[GW],135,30,152.46092912580403,271.37203430056974,246.47240633066698,120.26307100169429,202.46383726954141,168.06121243171364
