"MODEL(ST,GE)",BASE LON,BASE LAT,2017[GWh],2018[GWh],2019[GWh],2020[GWh],2021[GWh],2022[GWh]
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],155,20,153.46044888438726,251.40351883986543,231.82263643063047,122.61126973669985,189.17814017709708,166.99680402665842
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],150,20,156.7158014412531,264.5257279336672,248.15036005600868,124.25413085007753,198.12166141288222,169.4548593804856
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],145,20,157.30189187478175,273.7419042045403,247.66336740501984,124.43150800597161,198.57319622429074,177.360559968163
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],140,20,157.20410673294236,267.96870386647845,250.70603313050023,121.6110346040316,201.92473859172915,177.20114513303912
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],135,20,144.86968856233386,267.2039119135114,245.1297159808893,118.24422355713062,202.47381164368505,172.13150441920905
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],130,20,145.7965787057074,265.4436604468026,244.59197681541374,113.39062991480938,202.57016105540586,173.19113431202257
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],125,20,141.48403737584783,258.9102427184301,238.31178483568462,106.64756178815664,202.7458031911653,171.33125262703976
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],155,25,152.74613427917308,254.58451431410856,231.63825607603272,127.00173847728907,196.43427146486482,162.11110415203885
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],150,25,156.59320976062168,266.2751848815092,245.22528327961092,126.05241998922868,199.42654884581145,164.44258250503313
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],145,25,157.35336172374952,270.1735553711756,253.09516295261005,124.65548843558383,194.88721672448042,172.23693846118152
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],140,25,157.45234277233973,270.57707936618084,254.77647097657265,123.59729219963302,206.60285344280422,171.30070046509894
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],135,25,156.64721041127544,269.6735815532918,250.6378376953164,119.64827454148619,202.66046235567123,174.7998997097249
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],130,25,144.67731153650269,265.2782504838199,242.59065316125603,115.49022698467914,202.35390460570818,166.84967689848332
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],155,30,139.27764233202745,251.33767374270502,231.2946631852767,128.19103300029215,196.6074515260241,160.27414363302935
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],150,30,155.70155570899328,261.3671211450173,248.13499647991006,126.62801216814539,202.9850063967879,162.51919715246797
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],145,30,156.65168808676594,269.6515678814149,253.08063705565544,124.76333397269998,200.5905568915633,168.4638863279298
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],140,30,157.0362726001448,270.5522704409594,256.585233221144,123.17418589525921,193.47250940710177,168.60350821040618
STORAGE90.0[GWh]GENERATER SPECS0.110[GW],135,30,156.32742441138365,267.18684848026135,251.78413682479908,120.11744221616955,203.20032706296195,168.13682875534033
