unixtime,datetime,targetLAT,targetLON,LAT,LON,STORAGE[Wh],STORAGE PER[%],BRANCH CONDITION
1515261600,2018-01-06T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515283200,2018-01-07T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515304800,2018-01-07T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515326400,2018-01-07T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515348000,2018-01-07T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515369600,2018-01-08T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515391200,2018-01-08T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515412800,2018-01-08T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515434400,2018-01-08T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515456000,2018-01-09T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515477600,2018-01-09T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515499200,2018-01-09T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515520800,2018-01-09T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515542400,2018-01-10T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515564000,2018-01-10T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515585600,2018-01-10T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515607200,2018-01-10T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515628800,2018-01-11T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515650400,2018-01-11T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515672000,2018-01-11T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515693600,2018-01-11T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515715200,2018-01-12T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515736800,2018-01-12T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515758400,2018-01-12T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515780000,2018-01-12T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515801600,2018-01-13T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515823200,2018-01-13T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515844800,2018-01-13T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515866400,2018-01-13T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515888000,2018-01-14T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515909600,2018-01-14T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515931200,2018-01-14T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515952800,2018-01-14T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515974400,2018-01-15T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1515996000,2018-01-15T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516017600,2018-01-15T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516039200,2018-01-15T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516060800,2018-01-16T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516082400,2018-01-16T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516104000,2018-01-16T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516125600,2018-01-16T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516147200,2018-01-17T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516168800,2018-01-17T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516190400,2018-01-17T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516212000,2018-01-17T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516233600,2018-01-18T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516255200,2018-01-18T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516276800,2018-01-18T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516298400,2018-01-18T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516320000,2018-01-19T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516341600,2018-01-19T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516363200,2018-01-19T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516384800,2018-01-19T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516406400,2018-01-20T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516428000,2018-01-20T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516449600,2018-01-20T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516471200,2018-01-20T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516492800,2018-01-21T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516514400,2018-01-21T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516536000,2018-01-21T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516557600,2018-01-21T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516579200,2018-01-22T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516600800,2018-01-22T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516622400,2018-01-22T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516644000,2018-01-22T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516665600,2018-01-23T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516687200,2018-01-23T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516708800,2018-01-23T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516730400,2018-01-23T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516752000,2018-01-24T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516773600,2018-01-24T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516795200,2018-01-24T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516816800,2018-01-24T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516838400,2018-01-25T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516860000,2018-01-25T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516881600,2018-01-25T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516903200,2018-01-25T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516924800,2018-01-26T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516946400,2018-01-26T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516968000,2018-01-26T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1516989600,2018-01-26T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517011200,2018-01-27T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517032800,2018-01-27T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517054400,2018-01-27T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517076000,2018-01-27T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517097600,2018-01-28T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517119200,2018-01-28T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517140800,2018-01-28T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517162400,2018-01-28T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517184000,2018-01-29T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517205600,2018-01-29T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517227200,2018-01-29T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517248800,2018-01-29T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517270400,2018-01-30T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517292000,2018-01-30T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517313600,2018-01-30T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517335200,2018-01-30T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517356800,2018-01-31T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517378400,2018-01-31T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517400000,2018-01-31T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517421600,2018-01-31T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517443200,2018-02-01T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517464800,2018-02-01T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517486400,2018-02-01T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517508000,2018-02-01T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517529600,2018-02-02T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517551200,2018-02-02T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517572800,2018-02-02T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517594400,2018-02-02T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517616000,2018-02-03T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517637600,2018-02-03T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517659200,2018-02-03T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517680800,2018-02-03T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517702400,2018-02-04T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517724000,2018-02-04T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517745600,2018-02-04T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517767200,2018-02-04T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517788800,2018-02-05T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517810400,2018-02-05T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517832000,2018-02-05T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517853600,2018-02-05T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517875200,2018-02-06T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517896800,2018-02-06T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517918400,2018-02-06T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517940000,2018-02-06T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517961600,2018-02-07T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1517983200,2018-02-07T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518004800,2018-02-07T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518026400,2018-02-07T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518048000,2018-02-08T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518069600,2018-02-08T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518091200,2018-02-08T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518112800,2018-02-08T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518134400,2018-02-09T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518156000,2018-02-09T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518177600,2018-02-09T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518199200,2018-02-09T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518220800,2018-02-10T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518242400,2018-02-10T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518264000,2018-02-10T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518285600,2018-02-10T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518307200,2018-02-11T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518328800,2018-02-11T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518350400,2018-02-11T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518372000,2018-02-11T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518393600,2018-02-12T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518415200,2018-02-12T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518436800,2018-02-12T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518458400,2018-02-12T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518480000,2018-02-13T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518501600,2018-02-13T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518523200,2018-02-13T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518544800,2018-02-13T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518566400,2018-02-14T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518588000,2018-02-14T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518609600,2018-02-14T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518631200,2018-02-14T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518652800,2018-02-15T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518674400,2018-02-15T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518696000,2018-02-15T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518717600,2018-02-15T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518739200,2018-02-16T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518760800,2018-02-16T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518782400,2018-02-16T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518804000,2018-02-16T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518825600,2018-02-17T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518847200,2018-02-17T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518868800,2018-02-17T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518890400,2018-02-17T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518912000,2018-02-18T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518933600,2018-02-18T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518955200,2018-02-18T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518976800,2018-02-18T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1518998400,2018-02-19T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519020000,2018-02-19T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519041600,2018-02-19T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519063200,2018-02-19T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519084800,2018-02-20T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519106400,2018-02-20T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519128000,2018-02-20T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519149600,2018-02-20T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519171200,2018-02-21T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519192800,2018-02-21T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519214400,2018-02-21T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519236000,2018-02-21T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519257600,2018-02-22T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519279200,2018-02-22T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519300800,2018-02-22T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519322400,2018-02-22T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519344000,2018-02-23T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519365600,2018-02-23T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519387200,2018-02-23T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519408800,2018-02-23T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519430400,2018-02-24T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519452000,2018-02-24T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519473600,2018-02-24T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519495200,2018-02-24T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519516800,2018-02-25T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519538400,2018-02-25T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519560000,2018-02-25T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519581600,2018-02-25T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519603200,2018-02-26T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519624800,2018-02-26T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519646400,2018-02-26T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519668000,2018-02-26T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519689600,2018-02-27T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519711200,2018-02-27T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519732800,2018-02-27T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519754400,2018-02-27T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519776000,2018-02-28T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519797600,2018-02-28T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519819200,2018-02-28T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519840800,2018-02-28T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519862400,2018-03-01T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519884000,2018-03-01T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519905600,2018-03-01T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519927200,2018-03-01T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519948800,2018-03-02T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519970400,2018-03-02T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1519992000,2018-03-02T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520013600,2018-03-02T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520035200,2018-03-03T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520056800,2018-03-03T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520078400,2018-03-03T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520100000,2018-03-03T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520121600,2018-03-04T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520143200,2018-03-04T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520164800,2018-03-04T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520186400,2018-03-04T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520208000,2018-03-05T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520229600,2018-03-05T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520251200,2018-03-05T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520272800,2018-03-05T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520294400,2018-03-06T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520316000,2018-03-06T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520337600,2018-03-06T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520359200,2018-03-06T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520380800,2018-03-07T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520402400,2018-03-07T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520424000,2018-03-07T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520445600,2018-03-07T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520467200,2018-03-08T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520488800,2018-03-08T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520510400,2018-03-08T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520532000,2018-03-08T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520553600,2018-03-09T00:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520575200,2018-03-09T06:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520596800,2018-03-09T12:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
1520618400,2018-03-09T18:00:00.000000+0000,NaN,NaN,34.75,134.79,0.0,0.0,no action
