unixtime,datetime,TARGET LOCATION,TARGET LAT,TARGET LON,TARGET DISTANCE[km],TARGET TYPHOON,TARGET TY LAT,TARGET TY LON,TPGSHIP LAT,TPGSHIP LON,TPG_TY DISTANCE[km],BRANCH CONDITION,TPGSHIP STATUS,SHIP SPEED[kt],TIMESTEP POWER GENERATION[Wh],TOTAL GENE TIME[h],TOTAL POWER GENERATION[Wh],TIMESTEP POWER CONSUMPTION[Wh],TOTAL CONS TIME[h],TOTAL POWER CONSUMPTION[Wh],ONBOARD POWER STORAGE PER[%],ONBOARD POWER STORAGE STATUS,ONBOARD ENERGY STORAGE[Wh],YEARLY POWER GENERATION BALANCE
1534701600,2018-08-19T18:00:00.000000+0000,base station,24,153,0,0,0,0,24,153, ,return standby via base,0,0,0,1146,1.58148e11,0,1608,4733929778.990754,10,1,6000000000,1.5341407022100925e11
1534723200,2018-08-20T00:00:00.000000+0000,1820,19.2,146.3,657.0170753051377,1820,17,149.1,22.8,151.325,,tracking typhoon,2,19.656214533725308,0,1146,1.58148e11,98543782.17170894,1614,4832473561.162463,9.835760363,1,5901456217.828291,1.5331552643883752e11
1534744800,2018-08-20T06:00:00.000000+0000,1820,19.2,146.3,439.1356780315771,1820,17.7,148.2,21.6,149.65,,tracking typhoon,2,19.708935544310584,0,1146,1.58148e11,99424984.75881895,1620,4931898545.921282,9.670052055115788,1,5802031233.069472,1.532161014540787e11
1534766400,2018-08-20T12:00:00.000000+0000,1820,19.2,146.3,220.10669640515022,1820,18.5,147.3,20.4,147.97500000000002,,tracking typhoon,2,19.759524749441013,0,1146,1.58148e11,100274999.42051119,1626,5032173545.341793,9.502927056081601,1,5701756233.648961,1.531158264546582e11
1534788000,2018-08-20T18:00:00.000000+0000,1820,19.2,146.3,0,1820,19.2,146.3,19.2,146.3,,arrived at typhoon,1,20,828000000,1152,1.58976e11,0,1626,5032173545.341793,10.882927056081602,1,6529756233.648961,1.539438264546582e11
1534809600,2018-08-21T00:00:00.000000+0000,1820,20.1,145.1,0,1820,20.1,145.1,20.1,145.1,,arrived at typhoon,1,20,828000000,1158,1.59804e11,0,1626,5032173545.341793,12.262927056081601,1,7357756233.648961,1.547718264546582e11
1534831200,2018-08-21T06:00:00.000000+0000,1820,21.2,144.1,0,1820,21.2,144.1,21.2,144.1,,arrived at typhoon,1,20,828000000,1164,1.60632e11,0,1626,5032173545.341793,13.642927056081602,1,8185756233.648961,1.555998264546582e11
1534852800,2018-08-21T12:00:00.000000+0000,1820,21.9,142.7,0,1820,21.9,142.7,21.9,142.7,,arrived at typhoon,1,20,828000000,1170,1.6146e11,0,1626,5032173545.341793,15.02292706,1,9013756234,1.564278264546582e11
1534874400,2018-08-21T18:00:00.000000+0000,1820,23.1,141.4,0,1820,23.1,141.4,23.1,141.4,,arrived at typhoon,1,20,828000000,1176,1.62288e11,0,1626,5032173545.341793,16.40292706,1,9841756234,1.572558264546582e11
1534896000,2018-08-22T00:00:00.000000+0000,1820,24.2,140,0,1820,24.2,140,24.2,140,,arrived at typhoon,1,20,828000000,1182,1.63116e11,0,1626,5032173545.341793,17.782927056081597,1,1.066975623364896e10,1.580838264546582e11
