îN,åé,ì˙,éûÅiUTCÅj,ë‰ïóî‘çÜ,ë‰ïóñº,äKãâ,à‹ìx,åoìx,íÜêSãCà≥,ç≈ëÂïóë¨,50KTí∑åaï˚å¸,50KTí∑åa,50KTíZåa,30KTí∑åaï˚å¸,30KTí∑åa,30KTíZåa,è„ó§
2023,6,7,12,2303,GUCHOL,3,15.1,133.2,992,45,0,0,0,2,210,150,0
2023,6,7,18,2303,GUCHOL,4,15.5,132.4,990,50,0,0,0,2,210,150,0
2023,6,8,0,2303,GUCHOL,4,15.8,131.6,985,55,9,60,60,2,210,150,0
2023,6,8,6,2303,GUCHOL,4,16.0,131.1,980,60,9,60,60,2,210,150,0
2023,6,8,12,2303,GUCHOL,5,16.3,130.8,970,70,9,60,60,1,240,180,0
2023,6,8,18,2303,GUCHOL,5,16.8,130.4,965,75,9,60,60,1,240,180,0
2023,6,9,0,2303,GUCHOL,5,17.2,130.4,965,75,9,60,60,1,240,210,0
2023,6,9,6,2303,GUCHOL,5,17.8,130.1,965,75,9,60,60,1,240,210,0
2023,6,9,12,2303,GUCHOL,5,18.1,129.9,965,75,9,60,60,1,240,210,0
2023,6,9,18,2303,GUCHOL,5,18.5,129.9,960,80,9,70,70,1,240,210,0
2023,6,10,0,2303,GUCHOL,5,18.9,129.9,960,80,9,70,70,1,240,210,0
2023,6,10,6,2303,GUCHOL,5,19.9,130.2,960,80,2,80,60,2,240,180,0
2023,6,10,12,2303,GUCHOL,5,20.7,130.5,960,75,2,80,60,2,240,180,0
2023,6,10,18,2303,GUCHOL,5,21.8,131.1,965,70,2,80,60,2,240,180,0
2023,6,11,0,2303,GUCHOL,5,23.0,131.7,970,65,3,80,60,3,240,150,0
2023,6,11,6,2303,GUCHOL,4,24.2,132.6,975,60,3,80,60,3,270,150,0
2023,6,11,12,2303,GUCHOL,4,25.6,133.8,980,55,3,80,60,3,300,150,0
2023,6,11,18,2303,GUCHOL,4,26.4,135.3,980,55,3,70,50,3,300,150,0
2023,6,12,0,2303,GUCHOL,4,27.9,136.9,980,55,3,60,40,3,300,150,0
2023,6,12,6,2303,GUCHOL,4,29.5,138.1,985,50,0,0,0,3,300,150,0
2023,6,12,12,2303,GUCHOL,6,30.5,139.5,990,0,0,0,0,0,0,0,0
2023,6,12,18,2303,GUCHOL,6,32.0,142.0,990,0,0,0,0,0,0,0,0
2023,6,13,0,2303,GUCHOL,6,33.6,144.0,992,0,0,0,0,0,0,0,0
2023,6,13,6,2303,GUCHOL,6,34.5,146.4,992,0,0,0,0,0,0,0,0
2023,6,13,12,2303,GUCHOL,6,35.8,148.8,996,0,0,0,0,0,0,0,0
2023,6,13,18,2303,GUCHOL,6,38.1,152.0,996,0,0,0,0,0,0,0,0
2023,6,14,0,2303,GUCHOL,6,38.5,155.0,996,0,0,0,0,0,0,0,0
2023,6,14,6,2303,GUCHOL,6,39.1,158.5,996,0,0,0,0,0,0,0,0
2023,6,14,12,2303,GUCHOL,6,39.3,162.0,996,0,0,0,0,0,0,0,0
2023,6,14,18,2303,GUCHOL,6,39.0,166.5,998,0,0,0,0,0,0,0,0
2023,6,15,0,2303,GUCHOL,6,38.7,169.5,998,0,0,0,0,0,0,0,0
2023,6,15,6,2303,GUCHOL,6,38.9,171.0,996,0,0,0,0,0,0,0,0
2023,6,15,12,2303,GUCHOL,6,38.9,172.8,994,0,0,0,0,0,0,0,0
2023,6,15,18,2303,GUCHOL,6,39.3,174.5,990,0,0,0,0,0,0,0,0
2023,6,16,0,2303,GUCHOL,6,39.2,176.5,986,0,0,0,0,0,0,0,0
2023,6,16,6,2303,GUCHOL,6,39.6,178.1,984,0,0,0,0,0,0,0,0
2023,6,16,12,2303,GUCHOL,6,39.6,179.6,984,0,0,0,0,0,0,0,0
2023,6,16,18,2303,GUCHOL,6,39.7,180.9,986,0,0,0,0,0,0,0,0
2023,7,13,6,2304,TALIM,2,15.7,122.3,1002,0,0,0,0,0,0,0,0
2023,7,13,12,2304,TALIM,2,16.4,122.3,1002,0,0,0,0,0,0,0,0
2023,7,13,18,2304,TALIM,2,16.9,122.1,1000,0,0,0,0,0,0,0,0
2023,7,14,0,2304,TALIM,2,18.1,121.5,1000,0,0,0,0,0,0,0,0
2023,7,14,6,2304,TALIM,2,17.9,120.3,1000,0,0,0,0,0,0,0,0
2023,7,14,12,2304,TALIM,2,17.4,119.3,998,0,0,0,0,0,0,0,0
2023,7,14,18,2304,TALIM,2,17.8,118.6,996,0,0,0,0,0,0,0,0
2023,7,15,0,2304,TALIM,2,18.2,118.1,996,0,0,0,0,0,0,0,0
2023,7,15,6,2304,TALIM,3,18.2,117.8,992,35,0,0,0,3,200,180,0
2023,7,15,12,2304,TALIM,3,18.3,117.0,990,40,0,0,0,3,200,180,0
2023,7,15,18,2304,TALIM,3,18.6,116.7,985,45,0,0,0,3,200,180,0
2023,7,16,0,2304,TALIM,4,18.8,116.1,980,50,0,0,0,3,200,180,0
2023,7,16,6,2304,TALIM,4,19.2,115.3,980,50,0,0,0,3,200,180,0
2023,7,16,12,2304,TALIM,4,19.5,114.6,980,50,0,0,0,3,200,180,0
2023,7,16,18,2304,TALIM,4,19.7,113.8,975,55,9,50,50,3,240,180,0
2023,7,17,0,2304,TALIM,4,20.1,113.0,970,60,9,50,50,3,240,180,0
2023,7,17,6,2304,TALIM,4,20.7,112.1,970,60,9,50,50,3,240,180,0
2023,7,17,12,2304,TALIM,4,21.2,110.8,970,60,9,50,50,2,240,150,0
2023,7,17,18,2304,TALIM,4,21.4,109.7,975,55,9,50,50,2,240,120,0
2023,7,18,0,2304,TALIM,4,21.7,108.8,980,50,0,0,0,2,240,120,0
2023,7,18,6,2304,TALIM,3,22.4,107.5,985,45,0,0,0,9,120,120,0
2023,7,18,12,2304,TALIM,2,22.0,106.3,996,0,0,0,0,0,0,0,0
2023,7,18,18,2304,TALIM,2,22.1,105.8,1000,0,0,0,0,0,0,0,0
2023,7,20,6,2305,DOKSURI,2,12.6,133.7,1004,0,0,0,0,0,0,0,0
2023,7,20,12,2305,DOKSURI,2,13.2,133.7,1006,0,0,0,0,0,0,0,0
2023,7,20,18,2305,DOKSURI,2,13.7,133.5,1004,0,0,0,0,0,0,0,0
2023,7,21,0,2305,DOKSURI,3,13.8,133.0,1002,35,0,0,0,1,240,180,0
2023,7,21,6,2305,DOKSURI,3,13.9,132.8,1002,35,0,0,0,1,240,180,0
2023,7,21,12,2305,DOKSURI,3,14.0,132.5,1002,35,0,0,0,1,240,180,0
2023,7,21,18,2305,DOKSURI,3,14.2,132.2,1002,35,0,0,0,1,240,180,0
2023,7,22,0,2305,DOKSURI,3,14.3,131.7,998,40,0,0,0,1,240,180,0
2023,7,22,6,2305,DOKSURI,3,14.3,131.0,998,40,0,0,0,1,240,180,0
2023,7,22,12,2305,DOKSURI,3,14.4,130.3,994,45,0,0,0,1,240,180,0
2023,7,22,18,2305,DOKSURI,4,14.6,129.7,990,50,0,0,0,9,240,240,0
2023,7,23,0,2305,DOKSURI,4,14.7,129.0,985,55,9,60,60,9,240,240,0
2023,7,23,6,2305,DOKSURI,4,14.9,128.3,980,60,9,60,60,9,240,240,0
2023,7,23,12,2305,DOKSURI,4,15.0,127.8,980,60,9,60,60,9,240,240,0
2023,7,23,18,2305,DOKSURI,5,15.1,127.0,970,70,9,75,75,3,270,240,0
2023,7,24,0,2305,DOKSURI,5,15.2,126.6,965,75,9,75,75,3,270,240,0
2023,7,24,6,2305,DOKSURI,5,15.7,126.3,950,85,9,75,75,3,300,270,0
2023,7,24,12,2305,DOKSURI,5,16.5,125.8,940,90,9,90,90,3,300,270,0
2023,7,24,18,2305,DOKSURI,5,16.9,125.1,925,100,9,100,100,3,300,270,0
2023,7,25,0,2305,DOKSURI,5,17.6,124.6,925,100,9,100,100,3,350,300,0
2023,7,25,6,2305,DOKSURI,5,18.3,123.7,925,100,9,100,100,3,350,300,0
2023,7,25,12,2305,DOKSURI,5,18.9,122.7,925,100,9,100,100,3,350,300,0
2023,7,25,18,2305,DOKSURI,5,19.0,121.6,925,100,9,100,100,3,350,300,0
2023,7,26,0,2305,DOKSURI,5,18.9,121.4,940,90,9,90,90,2,350,300,0
2023,7,26,6,2305,DOKSURI,5,19.3,121.0,950,85,9,90,90,2,350,300,0
2023,7,26,12,2305,DOKSURI,5,19.5,120.6,955,80,9,70,70,2,325,240,0
2023,7,26,18,2305,DOKSURI,5,20.0,120.0,955,80,9,70,70,2,325,240,0
2023,7,27,0,2305,DOKSURI,5,20.7,119.8,955,75,9,60,60,1,325,240,0
2023,7,27,6,2305,DOKSURI,5,21.1,119.3,955,75,9,60,60,1,325,240,0
2023,7,27,12,2305,DOKSURI,5,21.8,119.1,955,80,9,60,60,1,325,240,0
2023,7,27,18,2305,DOKSURI,5,22.8,118.9,955,80,9,60,60,1,375,240,0
2023,7,28,0,2305,DOKSURI,5,24.2,118.8,965,70,9,60,60,1,375,240,0
2023,7,28,6,2305,DOKSURI,4,25.3,118.3,985,50,0,0,0,1,350,240,0
2023,7,28,12,2305,DOKSURI,3,27.1,117.9,994,40,0,0,0,9,240,240,0
2023,7,28,18,2305,DOKSURI,3,28.9,117.0,996,35,0,0,0,9,120,120,0
2023,7,29,0,2305,DOKSURI,2,30.6,115.1,998,0,0,0,0,0,0,0,0
2023,7,29,6,2305,DOKSURI,2,31.9,114.7,998,0,0,0,0,0,0,0,0
2023,7,29,12,2305,DOKSURI,2,33.0,114.5,998,0,0,0,0,0,0,0,0
2023,7,29,18,2305,DOKSURI,2,33.8,114.4,998,0,0,0,0,0,0,0,0
2023,7,30,0,2305,DOKSURI,2,35.4,114.0,1000,0,0,0,0,0,0,0,0
2023,7,30,6,2305,DOKSURI,2,36.1,113.7,1000,0,0,0,0,0,0,0,0
2023,7,30,12,2305,DOKSURI,2,36.7,113.5,1000,0,0,0,0,0,0,0,0
2023,7,26,18,2306,KHANUN,2,10.5,138.1,1006,0,0,0,0,0,0,0,0
2023,7,27,0,2306,KHANUN,2,10.9,137.7,1006,0,0,0,0,0,0,0,0
2023,7,27,6,2306,KHANUN,2,11.2,137.2,1004,0,0,0,0,0,0,0,0
2023,7,27,12,2306,KHANUN,2,11.6,136.9,1004,0,0,0,0,0,0,0,0
2023,7,27,18,2306,KHANUN,2,12.2,136.6,1002,0,0,0,0,0,0,0,0
2023,7,28,0,2306,KHANUN,3,12.8,136.3,1000,35,0,0,0,4,350,270,0
2023,7,28,6,2306,KHANUN,3,13.5,135.9,998,35,0,0,0,4,350,270,0
2023,7,28,12,2306,KHANUN,3,14.1,135.5,998,35,0,0,0,4,350,300,0
2023,7,28,18,2306,KHANUN,3,14.9,134.7,996,40,0,0,0,9,350,350,0
2023,7,29,0,2306,KHANUN,3,15.6,134.1,996,40,0,0,0,9,350,350,0
2023,7,29,6,2306,KHANUN,3,16.1,133.8,992,45,0,0,0,9,350,350,0
2023,7,29,12,2306,KHANUN,4,16.8,133.6,985,50,0,0,0,9,350,350,0
2023,7,29,18,2306,KHANUN,4,17.6,133.1,980,55,9,70,70,9,350,350,0
2023,7,30,0,2306,KHANUN,5,18.4,132.9,970,65,9,70,70,9,350,350,0
2023,7,30,6,2306,KHANUN,5,19.6,132.7,965,70,9,70,70,9,350,350,0
2023,7,30,12,2306,KHANUN,5,20.3,132.4,960,75,9,70,70,9,350,350,0
2023,7,30,18,2306,KHANUN,5,21.1,132.1,950,80,9,90,90,9,350,350,0
2023,7,30,21,2306,KHANUN,5,21.5,132.1,950,80,9,90,90,9,350,350,0
2023,7,31,0,2306,KHANUN,5,22.0,132.0,945,85,9,100,100,9,325,325,0
2023,7,31,3,2306,KHANUN,5,22.4,131.8,945,85,9,100,100,9,325,325,0
2023,7,31,6,2306,KHANUN,5,22.8,131.6,945,85,9,100,100,9,325,325,0
2023,7,31,9,2306,KHANUN,5,23.1,131.3,945,85,9,100,100,9,325,325,0
2023,7,31,12,2306,KHANUN,5,23.4,131.1,935,90,9,120,120,9,325,325,0
2023,7,31,15,2306,KHANUN,5,23.8,130.7,935,90,9,120,120,9,325,325,0
2023,7,31,18,2306,KHANUN,5,24.1,130.3,935,90,9,120,120,9,325,325,0
2023,7,31,21,2306,KHANUN,5,24.4,129.8,935,90,9,120,120,9,325,325,0
2023,8,1,0,2306,KHANUN,5,24.6,129.4,930,95,2,150,120,2,325,270,0
2023,8,1,3,2306,KHANUN,5,24.8,129.0,930,95,2,150,120,2,325,270,0
2023,8,1,6,2306,KHANUN,5,25.0,128.7,930,95,2,150,120,2,325,270,0
2023,8,1,9,2306,KHANUN,5,25.2,128.4,930,95,2,150,120,2,325,270,0
2023,8,1,12,2306,KHANUN,5,25.3,128.0,930,95,2,150,120,2,325,270,0
2023,8,1,15,2306,KHANUN,5,25.3,127.6,930,95,2,150,120,2,325,270,0
2023,8,1,18,2306,KHANUN,5,25.5,127.4,935,90,9,120,120,3,350,270,0
2023,8,1,21,2306,KHANUN,5,25.7,127.0,935,90,9,120,120,3,350,270,0
2023,8,2,0,2306,KHANUN,5,25.7,126.9,935,90,9,120,120,3,350,270,0
2023,8,2,3,2306,KHANUN,5,26.1,126.5,935,90,9,120,120,3,350,270,0
2023,8,2,6,2306,KHANUN,5,26.1,126.1,935,90,9,120,120,3,350,270,0
2023,8,2,9,2306,KHANUN,5,26.1,125.8,935,90,9,120,120,3,350,270,0
2023,8,2,12,2306,KHANUN,5,26.2,125.6,935,90,9,120,120,3,350,270,0
2023,8,2,15,2306,KHANUN,5,26.2,125.3,935,90,9,120,120,3,350,270,0
2023,8,2,18,2306,KHANUN,5,26.5,125.0,935,90,9,120,120,3,350,270,0
2023,8,2,21,2306,KHANUN,5,26.5,124.8,935,90,9,120,120,3,350,270,0
2023,8,3,0,2306,KHANUN,5,26.6,124.7,940,85,2,120,90,4,400,240,0
2023,8,3,3,2306,KHANUN,5,26.7,124.5,940,85,2,120,90,4,400,240,0
2023,8,3,6,2306,KHANUN,5,26.6,124.2,945,80,2,120,90,4,400,240,0
2023,8,3,9,2306,KHANUN,5,26.6,124.2,945,80,2,120,90,4,400,240,0
2023,8,3,12,2306,KHANUN,5,26.6,124.2,960,70,2,120,90,4,400,240,0
2023,8,3,15,2306,KHANUN,5,26.7,124.3,960,70,2,120,90,4,400,240,0
2023,8,3,18,2306,KHANUN,5,26.8,124.3,965,65,2,120,90,4,400,240,0
2023,8,3,21,2306,KHANUN,5,26.9,124.4,965,65,2,120,90,4,400,240,0
2023,8,4,0,2306,KHANUN,4,27.0,124.5,970,60,3,120,90,4,350,240,0
2023,8,4,3,2306,KHANUN,4,27.0,124.8,970,60,3,120,90,4,350,240,0
2023,8,4,6,2306,KHANUN,4,27.2,125.1,970,60,3,120,90,4,350,240,0
2023,8,4,9,2306,KHANUN,4,27.3,125.5,970,60,3,120,90,4,350,240,0
2023,8,4,12,2306,KHANUN,4,27.5,125.7,970,60,3,120,90,4,350,240,0
2023,8,4,15,2306,KHANUN,4,27.5,126.0,970,60,3,120,90,4,350,240,0
2023,8,4,18,2306,KHANUN,4,27.7,126.4,970,55,3,120,90,4,300,210,0
2023,8,4,21,2306,KHANUN,4,27.8,126.6,970,55,3,120,90,4,300,210,0
2023,8,5,0,2306,KHANUN,4,27.7,126.8,970,55,3,120,90,3,300,210,0
2023,8,5,3,2306,KHANUN,4,27.7,127.2,970,55,3,120,90,3,300,210,0
2023,8,5,6,2306,KHANUN,4,27.8,127.6,970,50,0,0,0,3,270,210,0
2023,8,5,9,2306,KHANUN,4,27.8,128.1,970,50,0,0,0,3,270,210,0
2023,8,5,12,2306,KHANUN,4,27.8,128.4,970,50,0,0,0,3,270,210,0
2023,8,5,15,2306,KHANUN,4,27.9,128.7,970,50,0,0,0,3,270,210,0
2023,8,5,18,2306,KHANUN,4,28.0,128.9,970,50,0,0,0,3,270,210,0
2023,8,5,21,2306,KHANUN,4,27.9,129.0,970,50,0,0,0,3,270,210,0
2023,8,6,0,2306,KHANUN,4,27.8,129.5,970,50,0,0,0,4,240,210,0
2023,8,6,3,2306,KHANUN,4,27.8,129.7,970,50,0,0,0,4,240,210,0
2023,8,6,6,2306,KHANUN,4,27.8,129.9,970,50,0,0,0,4,240,210,0
2023,8,6,9,2306,KHANUN,4,27.8,130.3,970,50,0,0,0,4,240,210,0
2023,8,6,12,2306,KHANUN,4,27.4,130.4,970,50,0,0,0,4,240,210,0
2023,8,6,15,2306,KHANUN,4,27.4,130.7,970,50,0,0,0,4,240,210,0
2023,8,6,18,2306,KHANUN,4,27.5,130.9,970,50,0,0,0,3,240,210,0
2023,8,6,21,2306,KHANUN,4,27.6,131.0,970,50,0,0,0,3,240,210,0
2023,8,7,0,2306,KHANUN,4,27.8,131.2,970,50,0,0,0,3,240,210,0
2023,8,7,3,2306,KHANUN,4,27.9,131.2,970,50,0,0,0,3,240,210,0
2023,8,7,6,2306,KHANUN,4,27.9,131.1,970,50,0,0,0,3,240,210,0
2023,8,7,9,2306,KHANUN,4,28.0,131.1,970,50,0,0,0,3,240,210,0
2023,8,7,12,2306,KHANUN,3,28.2,131.1,975,45,0,0,0,3,240,210,0
2023,8,7,15,2306,KHANUN,3,28.3,131.1,975,45,0,0,0,3,240,210,0
2023,8,7,18,2306,KHANUN,3,28.4,131.1,975,45,0,0,0,3,240,210,0
2023,8,7,21,2306,KHANUN,3,28.6,131.1,975,45,0,0,0,3,240,210,0
2023,8,8,0,2306,KHANUN,3,28.9,131.0,975,45,0,0,0,3,240,210,0
2023,8,8,3,2306,KHANUN,3,29.1,130.9,975,45,0,0,0,3,240,210,0
2023,8,8,6,2306,KHANUN,4,29.4,130.7,970,50,0,0,0,3,240,210,0
2023,8,8,9,2306,KHANUN,4,29.7,130.6,970,50,0,0,0,3,240,210,0
2023,8,8,12,2306,KHANUN,4,29.9,130.4,970,50,0,0,0,2,240,210,0
2023,8,8,15,2306,KHANUN,4,30.2,130.1,970,50,0,0,0,2,240,210,0
2023,8,8,18,2306,KHANUN,4,30.4,129.7,970,50,0,0,0,2,240,210,0
2023,8,8,21,2306,KHANUN,4,30.6,129.5,970,50,0,0,0,2,240,210,0
2023,8,9,0,2306,KHANUN,4,30.9,129.3,970,50,0,0,0,2,240,210,0
2023,8,9,3,2306,KHANUN,4,31.3,129.0,970,50,0,0,0,2,240,210,0
2023,8,9,6,2306,KHANUN,4,31.6,128.9,970,50,0,0,0,2,240,210,0
2023,8,9,9,2306,KHANUN,4,31.9,128.8,970,50,0,0,0,2,240,210,0
2023,8,9,12,2306,KHANUN,4,32.4,128.8,975,50,0,0,0,2,270,180,0
2023,8,9,15,2306,KHANUN,4,32.7,128.6,975,50,0,0,0,2,270,180,0
2023,8,9,18,2306,KHANUN,4,33.4,128.6,975,50,0,0,0,2,270,180,0
2023,8,9,21,2306,KHANUN,4,34.1,128.6,975,50,0,0,0,2,270,180,0
2023,8,10,0,2306,KHANUN,3,34.8,128.7,980,45,0,0,0,2,270,180,0
2023,8,10,6,2306,KHANUN,6,36.6,128.1,986,0,0,0,0,0,0,0,0
2023,8,10,12,2306,KHANUN,6,38.0,128.3,992,0,0,0,0,0,0,0,0
2023,8,10,18,2306,KHANUN,6,38.4,126.5,994,0,0,0,0,0,0,0,0
2023,8,11,0,2306,KHANUN,6,38.7,125.9,996,0,0,0,0,0,0,0,0
2023,8,11,6,2306,KHANUN,6,39.2,124.9,996,0,0,0,0,0,0,0,0
2023,8,11,12,2306,KHANUN,6,38.8,124.0,998,0,0,0,0,0,0,0,0
