îN,åé,ì˙,éûÅiUTCÅj,ë‰ïóî‘çÜ,ë‰ïóñº,äKãâ,à‹ìx,åoìx,íÜêSãCà≥,ç≈ëÂïóë¨,50KTí∑åaï˚å¸,50KTí∑åa,50KTíZåa,30KTí∑åaï˚å¸,30KTí∑åa,30KTíZåa,è„ó§
2021,4,16,0,2102,SURIGAE,5,8.9,134.6,965,75,9,60,60,9,210,210,0
2021,4,16,6,2102,SURIGAE,5,9.2,133.8,955,80,9,60,60,9,240,240,0
2021,4,16,12,2102,SURIGAE,5,9.5,133.1,950,85,9,80,80,9,240,240,0
2021,4,16,18,2102,SURIGAE,5,10.0,132.1,940,90,9,100,100,9,240,240,0
2021,4,17,0,2102,SURIGAE,5,10.7,131.1,935,95,9,120,120,9,240,240,0
2021,4,17,6,2102,SURIGAE,5,11.4,130.1,925,100,9,120,120,9,240,240,0
2021,4,17,12,2102,SURIGAE,5,12.1,129.2,905,110,9,120,120,9,240,240,0
2021,4,17,18,2102,SURIGAE,5,12.6,128.4,895,120,9,120,120,9,240,240,0
2021,4,18,0,2102,SURIGAE,5,13.1,127.7,895,120,9,120,120,9,240,240,0
2021,4,18,6,2102,SURIGAE,5,13.4,127.1,900,115,9,120,120,9,240,240,0
2021,4,18,12,2102,SURIGAE,5,13.6,126.8,910,105,9,90,90,9,240,240,0
2021,4,18,18,2102,SURIGAE,5,13.9,126.5,910,105,9,90,90,9,240,240,0
2021,4,19,0,2102,SURIGAE,5,14.2,126.3,910,105,9,90,90,9,240,240,0
2021,4,19,6,2102,SURIGAE,5,14.6,126.3,920,100,9,90,90,9,240,240,0
2021,4,19,12,2102,SURIGAE,5,14.9,126.3,920,100,9,90,90,8,240,210,0
2021,4,19,18,2102,SURIGAE,5,15.2,126.3,930,95,9,90,90,8,240,210,0
2021,4,20,0,2102,SURIGAE,5,15.5,126.1,935,90,9,90,90,8,240,210,0
2021,4,20,6,2102,SURIGAE,5,15.9,126.0,935,90,9,90,90,8,240,210,0
2021,4,20,12,2102,SURIGAE,5,16.4,125.9,935,90,9,90,90,8,240,210,0
2021,4,20,18,2102,SURIGAE,5,17.0,125.5,935,90,9,90,90,8,240,210,0
2021,4,21,0,2102,SURIGAE,5,17.5,125.2,935,90,9,90,90,9,210,210,0
2021,4,21,6,2102,SURIGAE,5,18.2,125.0,935,90,9,90,90,9,210,210,0
2021,4,21,12,2102,SURIGAE,5,18.8,124.8,935,90,9,90,90,9,210,210,0
2021,4,21,18,2102,SURIGAE,5,19.3,124.8,945,85,9,90,90,9,210,210,0
2021,4,22,0,2102,SURIGAE,5,19.7,124.9,945,85,9,90,90,9,210,210,0
2021,4,22,6,2102,SURIGAE,5,20.3,125.4,945,85,9,90,90,9,210,210,0
2021,4,22,12,2102,SURIGAE,5,20.9,126.2,950,80,9,90,90,9,180,180,0
2021,4,22,18,2102,SURIGAE,5,21.6,127.2,960,75,9,90,90,9,180,180,0
2021,4,23,0,2102,SURIGAE,5,22.8,128.5,970,65,9,90,90,9,180,180,0
2021,4,23,6,2102,SURIGAE,4,23.1,128.9,975,60,9,90,90,9,180,180,0
2021,4,23,12,2102,SURIGAE,4,23.4,129.8,980,55,9,90,90,9,180,180,0
2021,4,23,18,2102,SURIGAE,4,23.4,130.5,985,50,0,0,0,9,180,180,0
2021,4,24,0,2102,SURIGAE,4,23.0,131.2,985,50,0,0,0,9,180,180,0
2021,4,24,6,2102,SURIGAE,3,22.7,131.8,990,45,0,0,0,9,210,210,0
2021,4,24,12,2102,SURIGAE,3,22.2,132.8,994,40,0,0,0,9,210,210,0
2021,4,24,18,2102,SURIGAE,3,21.7,134.1,996,35,0,0,0,9,210,210,0
2021,4,25,0,2102,SURIGAE,6,21.8,136.2,996,0,0,0,0,0,0,0,0
2021,4,25,6,2102,SURIGAE,6,22.3,138.2,992,0,0,0,0,0,0,0,0
2021,4,25,12,2102,SURIGAE,6,23.9,141.0,992,0,0,0,0,0,0,0,0
2021,4,25,18,2102,SURIGAE,6,25.7,144.9,990,0,0,0,0,0,0,0,0
2021,4,26,0,2102,SURIGAE,6,28.9,149.4,988,0,0,0,0,0,0,0,0
2021,4,26,6,2102,SURIGAE,6,33.5,153.5,982,0,0,0,0,0,0,0,0
2021,4,26,12,2102,SURIGAE,6,37.1,156.5,970,0,0,0,0,0,0,0,0
2021,4,26,18,2102,SURIGAE,6,40.1,157.7,950,0,0,0,0,0,0,0,0
2021,4,27,0,2102,SURIGAE,6,42.5,159.3,944,0,0,0,0,0,0,0,0
2021,4,27,6,2102,SURIGAE,6,44.0,161.1,948,0,0,0,0,0,0,0,0
2021,4,27,12,2102,SURIGAE,6,45.8,162.3,952,0,0,0,0,0,0,0,0
2021,4,27,18,2102,SURIGAE,6,46.0,164.1,956,0,0,0,0,0,0,0,0
2021,4,28,0,2102,SURIGAE,6,46.4,165.8,964,0,0,0,0,0,0,0,0
2021,4,28,6,2102,SURIGAE,6,46.8,167.2,968,0,0,0,0,0,0,0,0
2021,4,28,12,2102,SURIGAE,6,47.2,168.7,972,0,0,0,0,0,0,0,0
2021,4,28,18,2102,SURIGAE,6,47.5,169.1,976,0,0,0,0,0,0,0,0
2021,4,29,0,2102,SURIGAE,6,47.4,169.9,980,0,0,0,0,0,0,0,0
2021,4,29,6,2102,SURIGAE,6,47.3,170.4,984,0,0,0,0,0,0,0,0
2021,4,29,12,2102,SURIGAE,6,47.2,171.1,988,0,0,0,0,0,0,0,0
2021,4,29,18,2102,SURIGAE,6,46.7,172.2,990,0,0,0,0,0,0,0,0
2021,4,30,0,2102,SURIGAE,6,46.2,173.5,992,0,0,0,0,0,0,0,0
2021,4,30,6,2102,SURIGAE,6,45.2,176.3,994,0,0,0,0,0,0,0,0
2021,4,30,12,2102,SURIGAE,6,44.6,179.8,998,0,0,0,0,0,0,0,0
2021,4,30,18,2102,SURIGAE,6,44.6,184.1,998,0,0,0,0,0,0,0,0
2021,5,29,0,2103,CHOI-WAN,2,6.4,137.1,1004,0,0,0,0,0,0,0,0
2021,5,29,6,2103,CHOI-WAN,2,6.0,135.8,1004,0,0,0,0,0,0,0,0
2021,5,29,12,2103,CHOI-WAN,2,5.8,135.1,1004,0,0,0,0,0,0,0,0
2021,5,29,18,2103,CHOI-WAN,2,5.8,134.3,1004,0,0,0,0,0,0,0,0
2021,5,30,0,2103,CHOI-WAN,2,5.9,133.5,1004,0,0,0,0,0,0,0,0
2021,5,30,6,2103,CHOI-WAN,2,6.0,132.9,1002,0,0,0,0,0,0,0,0
2021,5,30,12,2103,CHOI-WAN,2,6.6,132.5,1002,0,0,0,0,0,0,0,0
2021,5,30,18,2103,CHOI-WAN,3,7.2,131.6,1000,35,0,0,0,4,150,60,0
2021,5,31,0,2103,CHOI-WAN,3,8.1,131.1,1000,35,0,0,0,4,150,60,0
2021,5,31,6,2103,CHOI-WAN,3,9.1,130.0,1000,35,0,0,0,4,150,60,0
2021,5,31,12,2103,CHOI-WAN,3,9.5,129.1,1000,35,0,0,0,5,150,60,0
2021,5,31,18,2103,CHOI-WAN,3,9.7,128.3,998,40,0,0,0,5,150,60,0
2021,6,1,0,2103,CHOI-WAN,3,10.0,127.3,998,40,0,0,0,5,150,60,0
2021,6,1,6,2103,CHOI-WAN,3,11.1,126.8,998,35,0,0,0,5,150,60,0
2021,6,1,12,2103,CHOI-WAN,3,11.7,125.6,998,35,0,0,0,5,150,60,0
2021,6,1,18,2103,CHOI-WAN,3,11.8,123.6,1000,35,0,0,0,5,90,60,0
2021,6,2,0,2103,CHOI-WAN,3,12.6,122.3,1000,35,0,0,0,5,90,60,0
2021,6,2,6,2103,CHOI-WAN,3,13.2,121.7,1000,35,0,0,0,5,90,60,0
2021,6,2,12,2103,CHOI-WAN,3,13.5,120.7,1000,35,0,0,0,5,90,60,0
2021,6,2,18,2103,CHOI-WAN,3,14.9,119.5,1000,35,0,0,0,5,90,60,0
2021,6,3,0,2103,CHOI-WAN,3,16.7,118.9,998,40,0,0,0,5,90,60,0
2021,6,3,6,2103,CHOI-WAN,3,17.6,118.0,998,40,0,0,0,5,90,60,0
2021,6,3,12,2103,CHOI-WAN,3,18.6,118.2,998,40,0,0,0,4,90,60,0
2021,6,3,18,2103,CHOI-WAN,3,19.5,118.4,1000,40,0,0,0,4,90,60,0
2021,6,4,0,2103,CHOI-WAN,3,20.2,118.6,1000,40,0,0,0,4,90,60,0
2021,6,4,6,2103,CHOI-WAN,3,20.9,119.5,1002,35,0,0,0,4,90,60,0
2021,6,4,12,2103,CHOI-WAN,3,21.8,121.1,1002,35,0,0,0,4,90,60,0
2021,6,4,18,2103,CHOI-WAN,3,23.1,122.5,1002,35,0,0,0,4,90,60,0
2021,6,5,0,2103,CHOI-WAN,3,24.7,123.7,1002,35,0,0,0,9,120,120,0
2021,6,5,6,2103,CHOI-WAN,6,26.9,126.2,1000,0,0,0,0,0,0,0,0
2021,6,5,12,2103,CHOI-WAN,6,28.3,128.9,1002,0,0,0,0,0,0,0,0
2021,6,5,18,2103,CHOI-WAN,6,29.8,131.7,1004,0,0,0,0,0,0,0,0
2021,6,6,0,2103,CHOI-WAN,6,32.2,136.3,1008,0,0,0,0,0,0,0,0
2021,6,11,0,2104,KOGUMA,2,17.7,113.5,1000,0,0,0,0,0,0,0,0
2021,6,11,6,2104,KOGUMA,2,17.4,112.8,1000,0,0,0,0,0,0,0,0
2021,6,11,12,2104,KOGUMA,2,17.7,112.0,1000,0,0,0,0,0,0,0,0
2021,6,11,18,2104,KOGUMA,3,18.3,110.6,998,35,0,0,0,9,210,210,0
2021,6,12,0,2104,KOGUMA,3,18.7,109.7,998,35,0,0,0,9,210,210,0
2021,6,12,6,2104,KOGUMA,3,19.4,108.9,996,35,0,0,0,4,210,180,0
2021,6,12,12,2104,KOGUMA,3,19.8,107.3,996,35,0,0,0,4,210,150,0
2021,6,12,18,2104,KOGUMA,3,19.7,106.5,996,35,0,0,0,4,210,150,0
2021,6,13,0,2104,KOGUMA,3,19.6,105.4,996,35,0,0,0,4,210,150,0
2021,6,13,6,2104,KOGUMA,2,20.0,104.0,1000,0,0,0,0,0,0,0,0
2021,6,13,12,2104,KOGUMA,2,20.7,101.9,998,0,0,0,0,0,0,0,0
2021,6,20,0,2105,CHAMPI,2,9.9,150.9,1010,0,0,0,0,0,0,0,0
2021,6,20,6,2105,CHAMPI,2,10.1,150.3,1008,0,0,0,0,0,0,0,0
2021,6,20,12,2105,CHAMPI,2,10.6,149.5,1010,0,0,0,0,0,0,0,0
2021,6,20,18,2105,CHAMPI,2,11.1,148.3,1008,0,0,0,0,0,0,0,0
2021,6,21,0,2105,CHAMPI,2,11.6,147.8,1010,0,0,0,0,0,0,0,0
2021,6,21,6,2105,CHAMPI,2,11.8,147.1,1008,0,0,0,0,0,0,0,0
2021,6,21,12,2105,CHAMPI,2,12.1,145.8,1010,0,0,0,0,0,0,0,0
2021,6,21,18,2105,CHAMPI,2,12.6,144.8,1010,0,0,0,0,0,0,0,0
2021,6,22,0,2105,CHAMPI,2,13.4,143.6,1010,0,0,0,0,0,0,0,0
2021,6,22,6,2105,CHAMPI,2,14.3,142.6,1008,0,0,0,0,0,0,0,0
2021,6,22,12,2105,CHAMPI,2,14.6,141.9,1008,0,0,0,0,0,0,0,0
2021,6,22,18,2105,CHAMPI,2,15.3,141.3,1006,0,0,0,0,0,0,0,0
2021,6,23,0,2105,CHAMPI,3,16.1,141.3,1002,35,0,0,0,2,80,40,0
2021,6,23,6,2105,CHAMPI,3,17.1,141.1,1000,40,0,0,0,2,120,80,0
2021,6,23,12,2105,CHAMPI,3,17.7,140.7,998,45,0,0,0,2,150,120,0
2021,6,23,18,2105,CHAMPI,3,17.9,140.2,998,45,0,0,0,2,150,120,0
2021,6,24,0,2105,CHAMPI,4,18.5,140.1,992,50,0,0,0,2,150,120,0
2021,6,24,6,2105,CHAMPI,4,19.0,139.8,992,50,0,0,0,2,150,120,0
2021,6,24,12,2105,CHAMPI,4,19.6,139.7,992,50,0,0,0,2,150,120,0
2021,6,24,18,2105,CHAMPI,4,20.2,139.6,990,55,9,25,25,9,150,150,0
2021,6,25,0,2105,CHAMPI,4,21.0,139.0,985,60,9,25,25,2,150,120,0
2021,6,25,6,2105,CHAMPI,5,21.9,139.1,980,65,9,25,25,2,150,90,0
2021,6,25,12,2105,CHAMPI,5,22.8,139.2,980,65,9,25,25,2,150,90,0
2021,6,25,18,2105,CHAMPI,4,23.6,139.3,985,60,9,25,25,2,120,90,0
2021,6,26,0,2105,CHAMPI,4,24.8,139.8,985,60,9,25,25,2,120,90,0
2021,6,26,6,2105,CHAMPI,4,25.8,140.0,985,60,9,25,25,2,120,90,0
2021,6,26,12,2105,CHAMPI,4,26.9,140.2,992,50,0,0,0,2,120,90,0
2021,6,26,18,2105,CHAMPI,3,28.3,140.8,994,45,0,0,0,2,120,90,0
2021,6,27,0,2105,CHAMPI,3,29.9,141.4,996,40,0,0,0,2,120,90,0
2021,6,27,6,2105,CHAMPI,3,31.8,142.3,998,35,0,0,0,2,120,90,0
2021,6,27,12,2105,CHAMPI,3,34.0,143.8,998,35,0,0,0,2,120,90,0
2021,6,27,18,2105,CHAMPI,6,36.4,145.3,996,0,0,0,0,0,0,0,0
2021,6,28,0,2105,CHAMPI,6,38.2,148.8,994,0,0,0,0,0,0,0,0
2021,6,28,6,2105,CHAMPI,6,39.5,152.0,994,0,0,0,0,0,0,0,0
2021,6,28,12,2105,CHAMPI,6,40.4,155.1,994,0,0,0,0,0,0,0,0
2021,6,28,18,2105,CHAMPI,6,41.1,159.7,996,0,0,0,0,0,0,0,0
2021,7,15,18,2106,IN-FA,2,16.6,135.1,1006,0,0,0,0,0,0,0,0
2021,7,16,0,2106,IN-FA,2,16.9,135.3,1006,0,0,0,0,0,0,0,0
2021,7,16,6,2106,IN-FA,2,17.5,135.4,1004,0,0,0,0,0,0,0,0
2021,7,16,12,2106,IN-FA,2,18.5,135.3,1004,0,0,0,0,0,0,0,0
2021,7,16,18,2106,IN-FA,2,19.5,135.3,1004,0,0,0,0,0,0,0,0
2021,7,17,0,2106,IN-FA,2,20.7,134.3,1002,0,0,0,0,0,0,0,0
2021,7,17,6,2106,IN-FA,2,21.2,133.9,1000,0,0,0,0,0,0,0,0
2021,7,17,12,2106,IN-FA,3,21.6,133.5,998,35,0,0,0,4,240,150,0
2021,7,17,18,2106,IN-FA,3,22.1,133.0,998,35,0,0,0,4,300,150,0
2021,7,18,0,2106,IN-FA,3,22.6,132.5,998,35,0,0,0,4,300,150,0
2021,7,18,6,2106,IN-FA,3,22.9,132.2,996,40,0,0,0,4,325,180,0
2021,7,18,12,2106,IN-FA,3,23.4,132.1,996,40,0,0,0,3,325,180,0
2021,7,18,18,2106,IN-FA,3,23.7,132.1,992,45,0,0,0,3,325,180,0
2021,7,19,0,2106,IN-FA,4,23.9,131.9,990,50,0,0,0,3,325,180,0
2021,7,19,6,2106,IN-FA,4,24.0,131.7,990,50,0,0,0,3,325,180,0
2021,7,19,12,2106,IN-FA,4,24.0,131.6,990,50,0,0,0,3,325,210,0
2021,7,19,18,2106,IN-FA,4,24.2,131.2,990,50,0,0,0,3,325,210,0
2021,7,20,0,2106,IN-FA,4,24.5,130.8,985,55,1,120,80,1,325,210,0
2021,7,20,3,2106,IN-FA,4,24.6,130.3,985,55,1,120,80,2,325,210,0
2021,7,20,6,2106,IN-FA,4,24.7,129.8,980,60,1,120,80,1,325,210,0
2021,7,20,9,2106,IN-FA,4,24.7,129.4,980,60,1,120,80,1,325,210,0
2021,7,20,12,2106,IN-FA,5,24.6,129.0,975,65,9,90,90,8,325,210,0
2021,7,20,15,2106,IN-FA,5,24.4,128.4,975,65,9,90,90,8,325,210,0
2021,7,20,18,2106,IN-FA,5,24.2,128.2,970,70,9,90,90,8,325,210,0
2021,7,20,21,2106,IN-FA,5,24.2,128.0,970,70,9,90,90,8,325,210,0
2021,7,21,0,2106,IN-FA,5,24.2,127.9,965,75,9,70,70,8,325,210,0
2021,7,21,3,2106,IN-FA,5,24.2,127.6,965,75,9,70,70,8,325,210,0
2021,7,21,6,2106,IN-FA,5,24.2,127.2,965,75,9,70,70,8,325,210,0
2021,7,21,9,2106,IN-FA,5,24.2,126.9,965,75,9,70,70,8,325,210,0
2021,7,21,12,2106,IN-FA,5,24.0,126.6,955,80,9,70,70,8,325,210,0
2021,7,21,15,2106,IN-FA,5,23.8,126.4,955,80,9,70,70,8,325,240,0
2021,7,21,18,2106,IN-FA,5,23.7,126.2,950,85,9,70,70,8,325,240,0
2021,7,21,21,2106,IN-FA,5,23.5,126.0,950,85,9,70,70,8,325,240,0
2021,7,22,0,2106,IN-FA,5,23.3,126.0,950,85,9,70,70,9,270,270,0
2021,7,22,3,2106,IN-FA,5,23.4,125.9,950,85,9,70,70,9,270,270,0
2021,7,22,6,2106,IN-FA,5,23.5,125.8,950,85,9,70,70,9,270,270,0
2021,7,22,9,2106,IN-FA,5,23.5,125.8,950,85,9,70,70,9,270,270,0
2021,7,22,12,2106,IN-FA,5,23.6,125.8,955,80,9,70,70,9,270,270,0
2021,7,22,15,2106,IN-FA,5,23.7,125.7,955,80,9,70,70,9,270,270,0
2021,7,22,18,2106,IN-FA,5,23.7,125.5,960,75,9,70,70,9,270,270,0
2021,7,22,21,2106,IN-FA,5,23.8,125.5,960,75,9,70,70,9,270,270,0
2021,7,23,0,2106,IN-FA,5,24.3,125.4,960,75,9,70,70,9,270,270,0
2021,7,23,3,2106,IN-FA,5,24.5,125.3,960,75,9,70,70,8,325,270,0
2021,7,23,6,2106,IN-FA,5,24.6,125.1,960,75,9,70,70,8,325,270,0
2021,7,23,9,2106,IN-FA,5,24.7,125.1,960,75,9,70,70,8,325,270,0
2021,7,23,12,2106,IN-FA,5,24.8,125.1,960,75,1,90,70,8,325,270,0
2021,7,23,15,2106,IN-FA,5,25.2,125.1,965,70,1,90,70,8,325,270,0
2021,7,23,18,2106,IN-FA,5,25.5,125.0,965,70,2,120,70,8,325,300,0
2021,7,23,21,2106,IN-FA,5,26.0,124.9,965,70,2,120,70,8,325,300,0
2021,7,24,0,2106,IN-FA,5,26.5,124.7,960,75,2,120,80,9,325,325,0
2021,7,24,3,2106,IN-FA,5,26.8,124.5,960,75,2,150,80,9,325,325,0
2021,7,24,6,2106,IN-FA,5,27.2,124.4,960,75,2,150,80,9,325,325,0
2021,7,24,9,2106,IN-FA,5,27.6,124.2,960,75,2,150,80,9,325,325,0
2021,7,24,12,2106,IN-FA,5,28.1,124.1,960,75,2,120,80,2,325,240,0
2021,7,24,18,2106,IN-FA,5,28.7,123.7,960,75,9,80,80,2,325,240,0
2021,7,25,0,2106,IN-FA,5,29.7,123.1,970,65,9,80,80,2,325,240,0
2021,7,25,6,2106,IN-FA,5,30.0,122.5,970,65,9,80,80,2,325,240,0
2021,7,25,12,2106,IN-FA,4,30.1,122.1,975,60,9,60,60,2,325,240,0
2021,7,25,18,2106,IN-FA,4,30.3,121.6,980,55,9,40,40,2,300,210,0
2021,7,26,0,2106,IN-FA,4,30.6,121.1,985,50,0,0,0,2,200,140,0
2021,7,26,6,2106,IN-FA,4,30.9,121.0,985,50,0,0,0,2,200,100,0
2021,7,26,12,2106,IN-FA,3,30.7,120.4,985,45,0,0,0,2,200,100,0
2021,7,26,18,2106,IN-FA,3,31.0,119.9,985,40,0,0,0,2,200,100,0
2021,7,27,0,2106,IN-FA,3,31.2,119.5,985,40,0,0,0,2,200,100,0
2021,7,27,6,2106,IN-FA,3,31.3,119.1,985,35,0,0,0,2,200,100,0
2021,7,27,12,2106,IN-FA,3,31.6,118.9,985,35,0,0,0,2,200,100,0
2021,7,27,18,2106,IN-FA,2,32.2,117.9,990,0,0,0,0,0,0,0,0
2021,7,28,0,2106,IN-FA,2,32.5,117.3,990,0,0,0,0,0,0,0,0
2021,7,28,6,2106,IN-FA,2,32.7,117.0,990,0,0,0,0,0,0,0,0
2021,7,28,12,2106,IN-FA,2,33.3,116.9,990,0,0,0,0,0,0,0,0
2021,7,28,18,2106,IN-FA,2,33.8,116.9,990,0,0,0,0,0,0,0,0
2021,7,29,0,2106,IN-FA,2,35.1,117.1,990,0,0,0,0,0,0,0,0
2021,7,29,6,2106,IN-FA,2,35.7,117.2,992,0,0,0,0,0,0,0,0
2021,7,29,12,2106,IN-FA,2,37.1,118.1,992,0,0,0,0,0,0,0,0
2021,7,29,18,2106,IN-FA,6,38.1,118.5,992,0,0,0,0,0,0,0,0
2021,7,30,0,2106,IN-FA,6,38.5,119.0,992,0,0,0,0,0,0,0,0
2021,7,30,6,2106,IN-FA,6,38.9,119.4,992,0,0,0,0,0,0,0,0
2021,7,30,12,2106,IN-FA,6,39.1,119.8,994,0,0,0,0,0,0,0,0
2021,7,30,18,2106,IN-FA,6,39.6,120.4,994,0,0,0,0,0,0,0,0
2021,7,31,0,2106,IN-FA,6,40.2,121.0,994,0,0,0,0,0,0,0,0
2021,7,31,6,2106,IN-FA,6,40.9,121.5,994,0,0,0,0,0,0,0,0
2021,7,17,0,2107,CEMPAKA,2,18.9,117.1,1004,0,0,0,0,0,0,0,0
2021,7,17,6,2107,CEMPAKA,2,19.4,116.8,1002,0,0,0,0,0,0,0,0
2021,7,17,12,2107,CEMPAKA,2,19.7,116.3,1002,0,0,0,0,0,0,0,0
2021,7,17,18,2107,CEMPAKA,2,19.9,115.8,1002,0,0,0,0,0,0,0,0
2021,7,18,0,2107,CEMPAKA,2,20.3,115.4,1002,0,0,0,0,0,0,0,0
2021,7,18,6,2107,CEMPAKA,2,20.7,114.8,1000,0,0,0,0,0,0,0,0
2021,7,18,12,2107,CEMPAKA,2,20.9,114.1,1000,0,0,0,0,0,0,0,0
2021,7,18,18,2107,CEMPAKA,3,20.9,113.6,998,35,0,0,0,9,120,120,0
2021,7,19,0,2107,CEMPAKA,3,20.9,113.2,994,45,0,0,0,9,120,120,0
2021,7,19,6,2107,CEMPAKA,4,21.0,112.9,992,50,0,0,0,9,120,120,0
2021,7,19,12,2107,CEMPAKA,4,21.1,112.7,990,55,9,30,30,9,120,120,0
2021,7,19,18,2107,CEMPAKA,5,21.2,112.5,985,65,9,30,30,9,120,120,0
2021,7,20,0,2107,CEMPAKA,5,21.3,112.4,980,70,9,30,30,9,120,120,0
2021,7,20,6,2107,CEMPAKA,5,21.4,112.3,980,70,9,30,30,2,120,90,0
2021,7,20,12,2107,CEMPAKA,4,21.6,112.1,990,60,9,30,30,2,120,90,0
2021,7,20,18,2107,CEMPAKA,4,21.8,111.5,992,50,0,0,0,9,90,90,0
2021,7,21,0,2107,CEMPAKA,3,21.9,111.0,996,40,0,0,0,9,90,90,0
2021,7,21,6,2107,CEMPAKA,3,22.1,110.5,998,35,0,0,0,9,90,90,0
2021,7,21,12,2107,CEMPAKA,3,22.2,110.0,998,35,0,0,0,9,90,90,0
2021,7,21,18,2107,CEMPAKA,3,22.3,109.5,998,35,0,0,0,9,90,90,0
2021,7,22,0,2107,CEMPAKA,2,22.2,108.8,1000,0,0,0,0,0,0,0,0
2021,7,22,6,2107,CEMPAKA,2,22.0,108.3,1000,0,0,0,0,0,0,0,0
2021,7,22,12,2107,CEMPAKA,2,21.7,107.7,998,0,0,0,0,0,0,0,0
2021,7,22,18,2107,CEMPAKA,2,21.4,107.3,998,0,0,0,0,0,0,0,0
2021,7,23,0,2107,CEMPAKA,2,21.0,107.1,998,0,0,0,0,0,0,0,0
2021,7,23,6,2107,CEMPAKA,2,20.6,107.0,996,0,0,0,0,0,0,0,0
