unixtime,datetime,STORAGE[Wh],STORAGE PER[%],BRANCH CONDITION
1515456000,2018-01-09T00:00:00.000000+0000,0.0,0.0,while in storage
1515477600,2018-01-09T06:00:00.000000+0000,0.0,0.0,while in storage
1515499200,2018-01-09T12:00:00.000000+0000,0.0,0.0,while in storage
1515520800,2018-01-09T18:00:00.000000+0000,0.0,0.0,while in storage
1515542400,2018-01-10T00:00:00.000000+0000,0.0,0.0,while in storage
1515564000,2018-01-10T06:00:00.000000+0000,0.0,0.0,while in storage
1515585600,2018-01-10T12:00:00.000000+0000,0.0,0.0,while in storage
1515607200,2018-01-10T18:00:00.000000+0000,0.0,0.0,while in storage
1515628800,2018-01-11T00:00:00.000000+0000,0.0,0.0,while in storage
1515650400,2018-01-11T06:00:00.000000+0000,0.0,0.0,while in storage
1515672000,2018-01-11T12:00:00.000000+0000,0.0,0.0,while in storage
1515693600,2018-01-11T18:00:00.000000+0000,0.0,0.0,while in storage
1515715200,2018-01-12T00:00:00.000000+0000,0.0,0.0,while in storage
1515736800,2018-01-12T06:00:00.000000+0000,0.0,0.0,while in storage
1515758400,2018-01-12T12:00:00.000000+0000,0.0,0.0,while in storage
1515780000,2018-01-12T18:00:00.000000+0000,0.0,0.0,while in storage
1515801600,2018-01-13T00:00:00.000000+0000,0.0,0.0,while in storage
1515823200,2018-01-13T06:00:00.000000+0000,0.0,0.0,while in storage
1515844800,2018-01-13T12:00:00.000000+0000,0.0,0.0,while in storage
1515866400,2018-01-13T18:00:00.000000+0000,0.0,0.0,while in storage
1515888000,2018-01-14T00:00:00.000000+0000,0.0,0.0,while in storage
1515909600,2018-01-14T06:00:00.000000+0000,0.0,0.0,while in storage
1515931200,2018-01-14T12:00:00.000000+0000,0.0,0.0,while in storage
1515952800,2018-01-14T18:00:00.000000+0000,0.0,0.0,while in storage
1515974400,2018-01-15T00:00:00.000000+0000,0.0,0.0,while in storage
1515996000,2018-01-15T06:00:00.000000+0000,0.0,0.0,while in storage
1516017600,2018-01-15T12:00:00.000000+0000,0.0,0.0,while in storage
1516039200,2018-01-15T18:00:00.000000+0000,0.0,0.0,while in storage
1516060800,2018-01-16T00:00:00.000000+0000,0.0,0.0,while in storage
1516082400,2018-01-16T06:00:00.000000+0000,0.0,0.0,while in storage
1516104000,2018-01-16T12:00:00.000000+0000,0.0,0.0,while in storage
1516125600,2018-01-16T18:00:00.000000+0000,0.0,0.0,while in storage
1516147200,2018-01-17T00:00:00.000000+0000,0.0,0.0,while in storage
1516168800,2018-01-17T06:00:00.000000+0000,0.0,0.0,while in storage
1516190400,2018-01-17T12:00:00.000000+0000,0.0,0.0,while in storage
1516212000,2018-01-17T18:00:00.000000+0000,0.0,0.0,while in storage
1516233600,2018-01-18T00:00:00.000000+0000,0.0,0.0,while in storage
1516255200,2018-01-18T06:00:00.000000+0000,0.0,0.0,while in storage
1516276800,2018-01-18T12:00:00.000000+0000,0.0,0.0,while in storage
1516298400,2018-01-18T18:00:00.000000+0000,0.0,0.0,while in storage
1516320000,2018-01-19T00:00:00.000000+0000,0.0,0.0,while in storage
1516341600,2018-01-19T06:00:00.000000+0000,0.0,0.0,while in storage
1516363200,2018-01-19T12:00:00.000000+0000,0.0,0.0,while in storage
1516384800,2018-01-19T18:00:00.000000+0000,0.0,0.0,while in storage
1516406400,2018-01-20T00:00:00.000000+0000,0.0,0.0,while in storage
1516428000,2018-01-20T06:00:00.000000+0000,0.0,0.0,while in storage
1516449600,2018-01-20T12:00:00.000000+0000,0.0,0.0,while in storage
1516471200,2018-01-20T18:00:00.000000+0000,0.0,0.0,while in storage
1516492800,2018-01-21T00:00:00.000000+0000,0.0,0.0,while in storage
1516514400,2018-01-21T06:00:00.000000+0000,0.0,0.0,while in storage
1516536000,2018-01-21T12:00:00.000000+0000,0.0,0.0,while in storage
1516557600,2018-01-21T18:00:00.000000+0000,0.0,0.0,while in storage
1516579200,2018-01-22T00:00:00.000000+0000,0.0,0.0,while in storage
1516600800,2018-01-22T06:00:00.000000+0000,0.0,0.0,while in storage
1516622400,2018-01-22T12:00:00.000000+0000,0.0,0.0,while in storage
1516644000,2018-01-22T18:00:00.000000+0000,0.0,0.0,while in storage
1516665600,2018-01-23T00:00:00.000000+0000,0.0,0.0,while in storage
1516687200,2018-01-23T06:00:00.000000+0000,0.0,0.0,while in storage
1516708800,2018-01-23T12:00:00.000000+0000,0.0,0.0,while in storage
1516730400,2018-01-23T18:00:00.000000+0000,0.0,0.0,while in storage
1516752000,2018-01-24T00:00:00.000000+0000,0.0,0.0,while in storage
1516773600,2018-01-24T06:00:00.000000+0000,0.0,0.0,while in storage
1516795200,2018-01-24T12:00:00.000000+0000,0.0,0.0,while in storage
1516816800,2018-01-24T18:00:00.000000+0000,0.0,0.0,while in storage
1516838400,2018-01-25T00:00:00.000000+0000,0.0,0.0,while in storage
1516860000,2018-01-25T06:00:00.000000+0000,0.0,0.0,while in storage
1516881600,2018-01-25T12:00:00.000000+0000,0.0,0.0,while in storage
1516903200,2018-01-25T18:00:00.000000+0000,0.0,0.0,while in storage
1516924800,2018-01-26T00:00:00.000000+0000,0.0,0.0,while in storage
1516946400,2018-01-26T06:00:00.000000+0000,0.0,0.0,while in storage
1516968000,2018-01-26T12:00:00.000000+0000,0.0,0.0,while in storage
1516989600,2018-01-26T18:00:00.000000+0000,0.0,0.0,while in storage
1517011200,2018-01-27T00:00:00.000000+0000,0.0,0.0,while in storage
1517032800,2018-01-27T06:00:00.000000+0000,0.0,0.0,while in storage
1517054400,2018-01-27T12:00:00.000000+0000,0.0,0.0,while in storage
1517076000,2018-01-27T18:00:00.000000+0000,0.0,0.0,while in storage
1517097600,2018-01-28T00:00:00.000000+0000,0.0,0.0,while in storage
1517119200,2018-01-28T06:00:00.000000+0000,0.0,0.0,while in storage
1517140800,2018-01-28T12:00:00.000000+0000,0.0,0.0,while in storage
1517162400,2018-01-28T18:00:00.000000+0000,0.0,0.0,while in storage
1517184000,2018-01-29T00:00:00.000000+0000,0.0,0.0,while in storage
1517205600,2018-01-29T06:00:00.000000+0000,0.0,0.0,while in storage
1517227200,2018-01-29T12:00:00.000000+0000,0.0,0.0,while in storage
1517248800,2018-01-29T18:00:00.000000+0000,0.0,0.0,while in storage
1517270400,2018-01-30T00:00:00.000000+0000,0.0,0.0,while in storage
1517292000,2018-01-30T06:00:00.000000+0000,0.0,0.0,while in storage
1517313600,2018-01-30T12:00:00.000000+0000,0.0,0.0,while in storage
1517335200,2018-01-30T18:00:00.000000+0000,0.0,0.0,while in storage
1517356800,2018-01-31T00:00:00.000000+0000,0.0,0.0,while in storage
1517378400,2018-01-31T06:00:00.000000+0000,0.0,0.0,while in storage
1517400000,2018-01-31T12:00:00.000000+0000,0.0,0.0,while in storage
1517421600,2018-01-31T18:00:00.000000+0000,0.0,0.0,while in storage
1517443200,2018-02-01T00:00:00.000000+0000,0.0,0.0,while in storage
1517464800,2018-02-01T06:00:00.000000+0000,0.0,0.0,while in storage
1517486400,2018-02-01T12:00:00.000000+0000,0.0,0.0,while in storage
1517508000,2018-02-01T18:00:00.000000+0000,0.0,0.0,while in storage
1517529600,2018-02-02T00:00:00.000000+0000,0.0,0.0,while in storage
1517551200,2018-02-02T06:00:00.000000+0000,0.0,0.0,while in storage
1517572800,2018-02-02T12:00:00.000000+0000,0.0,0.0,while in storage
1517594400,2018-02-02T18:00:00.000000+0000,0.0,0.0,while in storage
1517616000,2018-02-03T00:00:00.000000+0000,0.0,0.0,while in storage
1517637600,2018-02-03T06:00:00.000000+0000,0.0,0.0,while in storage
1517659200,2018-02-03T12:00:00.000000+0000,0.0,0.0,while in storage
1517680800,2018-02-03T18:00:00.000000+0000,0.0,0.0,while in storage
1517702400,2018-02-04T00:00:00.000000+0000,0.0,0.0,while in storage
1517724000,2018-02-04T06:00:00.000000+0000,0.0,0.0,while in storage
1517745600,2018-02-04T12:00:00.000000+0000,0.0,0.0,while in storage
1517767200,2018-02-04T18:00:00.000000+0000,0.0,0.0,while in storage
1517788800,2018-02-05T00:00:00.000000+0000,0.0,0.0,while in storage
1517810400,2018-02-05T06:00:00.000000+0000,0.0,0.0,while in storage
1517832000,2018-02-05T12:00:00.000000+0000,0.0,0.0,while in storage
1517853600,2018-02-05T18:00:00.000000+0000,0.0,0.0,while in storage
1517875200,2018-02-06T00:00:00.000000+0000,0.0,0.0,while in storage
1517896800,2018-02-06T06:00:00.000000+0000,0.0,0.0,while in storage
1517918400,2018-02-06T12:00:00.000000+0000,0.0,0.0,while in storage
1517940000,2018-02-06T18:00:00.000000+0000,0.0,0.0,while in storage
1517961600,2018-02-07T00:00:00.000000+0000,0.0,0.0,while in storage
1517983200,2018-02-07T06:00:00.000000+0000,0.0,0.0,while in storage
1518004800,2018-02-07T12:00:00.000000+0000,0.0,0.0,while in storage
1518026400,2018-02-07T18:00:00.000000+0000,0.0,0.0,while in storage
1518048000,2018-02-08T00:00:00.000000+0000,0.0,0.0,while in storage
1518069600,2018-02-08T06:00:00.000000+0000,0.0,0.0,while in storage
1518091200,2018-02-08T12:00:00.000000+0000,0.0,0.0,while in storage
1518112800,2018-02-08T18:00:00.000000+0000,0.0,0.0,while in storage
1518134400,2018-02-09T00:00:00.000000+0000,0.0,0.0,while in storage
1518156000,2018-02-09T06:00:00.000000+0000,0.0,0.0,while in storage
1518177600,2018-02-09T12:00:00.000000+0000,0.0,0.0,while in storage
1518199200,2018-02-09T18:00:00.000000+0000,0.0,0.0,while in storage
1518220800,2018-02-10T00:00:00.000000+0000,0.0,0.0,while in storage
1518242400,2018-02-10T06:00:00.000000+0000,0.0,0.0,while in storage
1518264000,2018-02-10T12:00:00.000000+0000,0.0,0.0,while in storage
1518285600,2018-02-10T18:00:00.000000+0000,0.0,0.0,while in storage
1518307200,2018-02-11T00:00:00.000000+0000,0.0,0.0,while in storage
1518328800,2018-02-11T06:00:00.000000+0000,0.0,0.0,while in storage
1518350400,2018-02-11T12:00:00.000000+0000,0.0,0.0,while in storage
1518372000,2018-02-11T18:00:00.000000+0000,0.0,0.0,while in storage
1518393600,2018-02-12T00:00:00.000000+0000,0.0,0.0,while in storage
1518415200,2018-02-12T06:00:00.000000+0000,0.0,0.0,while in storage
1518436800,2018-02-12T12:00:00.000000+0000,0.0,0.0,while in storage
1518458400,2018-02-12T18:00:00.000000+0000,0.0,0.0,while in storage
1518480000,2018-02-13T00:00:00.000000+0000,0.0,0.0,while in storage
1518501600,2018-02-13T06:00:00.000000+0000,0.0,0.0,while in storage
1518523200,2018-02-13T12:00:00.000000+0000,0.0,0.0,while in storage
1518544800,2018-02-13T18:00:00.000000+0000,0.0,0.0,while in storage
1518566400,2018-02-14T00:00:00.000000+0000,0.0,0.0,while in storage
1518588000,2018-02-14T06:00:00.000000+0000,0.0,0.0,while in storage
1518609600,2018-02-14T12:00:00.000000+0000,0.0,0.0,while in storage
1518631200,2018-02-14T18:00:00.000000+0000,0.0,0.0,while in storage
1518652800,2018-02-15T00:00:00.000000+0000,0.0,0.0,while in storage
1518674400,2018-02-15T06:00:00.000000+0000,0.0,0.0,while in storage
1518696000,2018-02-15T12:00:00.000000+0000,0.0,0.0,while in storage
1518717600,2018-02-15T18:00:00.000000+0000,0.0,0.0,while in storage
1518739200,2018-02-16T00:00:00.000000+0000,0.0,0.0,while in storage
1518760800,2018-02-16T06:00:00.000000+0000,0.0,0.0,while in storage
1518782400,2018-02-16T12:00:00.000000+0000,0.0,0.0,while in storage
1518804000,2018-02-16T18:00:00.000000+0000,0.0,0.0,while in storage
1518825600,2018-02-17T00:00:00.000000+0000,0.0,0.0,while in storage
1518847200,2018-02-17T06:00:00.000000+0000,0.0,0.0,while in storage
1518868800,2018-02-17T12:00:00.000000+0000,0.0,0.0,while in storage
1518890400,2018-02-17T18:00:00.000000+0000,0.0,0.0,while in storage
1518912000,2018-02-18T00:00:00.000000+0000,0.0,0.0,while in storage
1518933600,2018-02-18T06:00:00.000000+0000,0.0,0.0,while in storage
1518955200,2018-02-18T12:00:00.000000+0000,0.0,0.0,while in storage
1518976800,2018-02-18T18:00:00.000000+0000,0.0,0.0,while in storage
1518998400,2018-02-19T00:00:00.000000+0000,0.0,0.0,while in storage
1519020000,2018-02-19T06:00:00.000000+0000,0.0,0.0,while in storage
1519041600,2018-02-19T12:00:00.000000+0000,0.0,0.0,while in storage
1519063200,2018-02-19T18:00:00.000000+0000,0.0,0.0,while in storage
1519084800,2018-02-20T00:00:00.000000+0000,0.0,0.0,while in storage
1519106400,2018-02-20T06:00:00.000000+0000,0.0,0.0,while in storage
1519128000,2018-02-20T12:00:00.000000+0000,0.0,0.0,while in storage
1519149600,2018-02-20T18:00:00.000000+0000,0.0,0.0,while in storage
1519171200,2018-02-21T00:00:00.000000+0000,0.0,0.0,while in storage
1519192800,2018-02-21T06:00:00.000000+0000,0.0,0.0,while in storage
1519214400,2018-02-21T12:00:00.000000+0000,0.0,0.0,while in storage
1519236000,2018-02-21T18:00:00.000000+0000,0.0,0.0,while in storage
1519257600,2018-02-22T00:00:00.000000+0000,0.0,0.0,while in storage
1519279200,2018-02-22T06:00:00.000000+0000,0.0,0.0,while in storage
1519300800,2018-02-22T12:00:00.000000+0000,0.0,0.0,while in storage
1519322400,2018-02-22T18:00:00.000000+0000,0.0,0.0,while in storage
1519344000,2018-02-23T00:00:00.000000+0000,0.0,0.0,while in storage
1519365600,2018-02-23T06:00:00.000000+0000,0.0,0.0,while in storage
1519387200,2018-02-23T12:00:00.000000+0000,0.0,0.0,while in storage
1519408800,2018-02-23T18:00:00.000000+0000,0.0,0.0,while in storage
1519430400,2018-02-24T00:00:00.000000+0000,0.0,0.0,while in storage
1519452000,2018-02-24T06:00:00.000000+0000,0.0,0.0,while in storage
1519473600,2018-02-24T12:00:00.000000+0000,0.0,0.0,while in storage
1519495200,2018-02-24T18:00:00.000000+0000,0.0,0.0,while in storage
1519516800,2018-02-25T00:00:00.000000+0000,0.0,0.0,while in storage
1519538400,2018-02-25T06:00:00.000000+0000,0.0,0.0,while in storage
1519560000,2018-02-25T12:00:00.000000+0000,0.0,0.0,while in storage
1519581600,2018-02-25T18:00:00.000000+0000,0.0,0.0,while in storage
1519603200,2018-02-26T00:00:00.000000+0000,0.0,0.0,while in storage
1519624800,2018-02-26T06:00:00.000000+0000,0.0,0.0,while in storage
1519646400,2018-02-26T12:00:00.000000+0000,0.0,0.0,while in storage
1519668000,2018-02-26T18:00:00.000000+0000,0.0,0.0,while in storage
1519689600,2018-02-27T00:00:00.000000+0000,0.0,0.0,while in storage
1519711200,2018-02-27T06:00:00.000000+0000,0.0,0.0,while in storage
1519732800,2018-02-27T12:00:00.000000+0000,0.0,0.0,while in storage
1519754400,2018-02-27T18:00:00.000000+0000,0.0,0.0,while in storage
1519776000,2018-02-28T00:00:00.000000+0000,0.0,0.0,while in storage
1519797600,2018-02-28T06:00:00.000000+0000,0.0,0.0,while in storage
1519819200,2018-02-28T12:00:00.000000+0000,0.0,0.0,while in storage
1519840800,2018-02-28T18:00:00.000000+0000,0.0,0.0,while in storage
1519862400,2018-03-01T00:00:00.000000+0000,0.0,0.0,while in storage
1519884000,2018-03-01T06:00:00.000000+0000,0.0,0.0,while in storage
1519905600,2018-03-01T12:00:00.000000+0000,0.0,0.0,while in storage
1519927200,2018-03-01T18:00:00.000000+0000,0.0,0.0,while in storage
1519948800,2018-03-02T00:00:00.000000+0000,0.0,0.0,while in storage
1519970400,2018-03-02T06:00:00.000000+0000,0.0,0.0,while in storage
1519992000,2018-03-02T12:00:00.000000+0000,0.0,0.0,while in storage
1520013600,2018-03-02T18:00:00.000000+0000,0.0,0.0,while in storage
1520035200,2018-03-03T00:00:00.000000+0000,0.0,0.0,while in storage
1520056800,2018-03-03T06:00:00.000000+0000,0.0,0.0,while in storage
1520078400,2018-03-03T12:00:00.000000+0000,0.0,0.0,while in storage
1520100000,2018-03-03T18:00:00.000000+0000,0.0,0.0,while in storage
1520121600,2018-03-04T00:00:00.000000+0000,0.0,0.0,while in storage
1520143200,2018-03-04T06:00:00.000000+0000,0.0,0.0,while in storage
1520164800,2018-03-04T12:00:00.000000+0000,0.0,0.0,while in storage
1520186400,2018-03-04T18:00:00.000000+0000,0.0,0.0,while in storage
1520208000,2018-03-05T00:00:00.000000+0000,0.0,0.0,while in storage
1520229600,2018-03-05T06:00:00.000000+0000,0.0,0.0,while in storage
1520251200,2018-03-05T12:00:00.000000+0000,0.0,0.0,while in storage
1520272800,2018-03-05T18:00:00.000000+0000,0.0,0.0,while in storage
1520294400,2018-03-06T00:00:00.000000+0000,0.0,0.0,while in storage
1520316000,2018-03-06T06:00:00.000000+0000,0.0,0.0,while in storage
1520337600,2018-03-06T12:00:00.000000+0000,0.0,0.0,while in storage
1520359200,2018-03-06T18:00:00.000000+0000,0.0,0.0,while in storage
1520380800,2018-03-07T00:00:00.000000+0000,0.0,0.0,while in storage
1520402400,2018-03-07T06:00:00.000000+0000,0.0,0.0,while in storage
1520424000,2018-03-07T12:00:00.000000+0000,0.0,0.0,while in storage
1520445600,2018-03-07T18:00:00.000000+0000,0.0,0.0,while in storage
1520467200,2018-03-08T00:00:00.000000+0000,0.0,0.0,while in storage
1520488800,2018-03-08T06:00:00.000000+0000,0.0,0.0,while in storage
1520510400,2018-03-08T12:00:00.000000+0000,0.0,0.0,while in storage
1520532000,2018-03-08T18:00:00.000000+0000,0.0,0.0,while in storage
1520553600,2018-03-09T00:00:00.000000+0000,0.0,0.0,while in storage
1520575200,2018-03-09T06:00:00.000000+0000,0.0,0.0,while in storage
1520596800,2018-03-09T12:00:00.000000+0000,0.0,0.0,while in storage
1520618400,2018-03-09T18:00:00.000000+0000,0.0,0.0,while in storage
1520640000,2018-03-10T00:00:00.000000+0000,0.0,0.0,while in storage
1520661600,2018-03-10T06:00:00.000000+0000,0.0,0.0,while in storage
1520683200,2018-03-10T12:00:00.000000+0000,0.0,0.0,while in storage
1520704800,2018-03-10T18:00:00.000000+0000,0.0,0.0,while in storage
1520726400,2018-03-11T00:00:00.000000+0000,0.0,0.0,while in storage
1520748000,2018-03-11T06:00:00.000000+0000,0.0,0.0,while in storage
1520769600,2018-03-11T12:00:00.000000+0000,0.0,0.0,while in storage
1520791200,2018-03-11T18:00:00.000000+0000,0.0,0.0,while in storage
1520812800,2018-03-12T00:00:00.000000+0000,0.0,0.0,while in storage
1520834400,2018-03-12T06:00:00.000000+0000,0.0,0.0,while in storage
1520856000,2018-03-12T12:00:00.000000+0000,0.0,0.0,while in storage
1520877600,2018-03-12T18:00:00.000000+0000,0.0,0.0,while in storage
1520899200,2018-03-13T00:00:00.000000+0000,0.0,0.0,while in storage
1520920800,2018-03-13T06:00:00.000000+0000,0.0,0.0,while in storage
1520942400,2018-03-13T12:00:00.000000+0000,0.0,0.0,while in storage
1520964000,2018-03-13T18:00:00.000000+0000,0.0,0.0,while in storage
1520985600,2018-03-14T00:00:00.000000+0000,0.0,0.0,while in storage
1521007200,2018-03-14T06:00:00.000000+0000,0.0,0.0,while in storage
1521028800,2018-03-14T12:00:00.000000+0000,0.0,0.0,while in storage
1521050400,2018-03-14T18:00:00.000000+0000,0.0,0.0,while in storage
1521072000,2018-03-15T00:00:00.000000+0000,0.0,0.0,while in storage
1521093600,2018-03-15T06:00:00.000000+0000,0.0,0.0,while in storage
1521115200,2018-03-15T12:00:00.000000+0000,0.0,0.0,while in storage
1521136800,2018-03-15T18:00:00.000000+0000,0.0,0.0,while in storage
1521158400,2018-03-16T00:00:00.000000+0000,0.0,0.0,while in storage
1521180000,2018-03-16T06:00:00.000000+0000,0.0,0.0,while in storage
1521201600,2018-03-16T12:00:00.000000+0000,0.0,0.0,while in storage
1521223200,2018-03-16T18:00:00.000000+0000,0.0,0.0,while in storage
1521244800,2018-03-17T00:00:00.000000+0000,0.0,0.0,while in storage
1521266400,2018-03-17T06:00:00.000000+0000,0.0,0.0,while in storage
1521288000,2018-03-17T12:00:00.000000+0000,0.0,0.0,while in storage
1521309600,2018-03-17T18:00:00.000000+0000,0.0,0.0,while in storage
1521331200,2018-03-18T00:00:00.000000+0000,0.0,0.0,while in storage
1521352800,2018-03-18T06:00:00.000000+0000,0.0,0.0,while in storage
1521374400,2018-03-18T12:00:00.000000+0000,0.0,0.0,while in storage
1521396000,2018-03-18T18:00:00.000000+0000,0.0,0.0,while in storage
1521417600,2018-03-19T00:00:00.000000+0000,0.0,0.0,while in storage
1521439200,2018-03-19T06:00:00.000000+0000,0.0,0.0,while in storage
1521460800,2018-03-19T12:00:00.000000+0000,0.0,0.0,while in storage
1521482400,2018-03-19T18:00:00.000000+0000,0.0,0.0,while in storage
1521504000,2018-03-20T00:00:00.000000+0000,0.0,0.0,while in storage
1521525600,2018-03-20T06:00:00.000000+0000,0.0,0.0,while in storage
1521547200,2018-03-20T12:00:00.000000+0000,0.0,0.0,while in storage
1521568800,2018-03-20T18:00:00.000000+0000,0.0,0.0,while in storage
1521590400,2018-03-21T00:00:00.000000+0000,0.0,0.0,while in storage
1521612000,2018-03-21T06:00:00.000000+0000,0.0,0.0,while in storage
1521633600,2018-03-21T12:00:00.000000+0000,0.0,0.0,while in storage
1521655200,2018-03-21T18:00:00.000000+0000,0.0,0.0,while in storage
1521676800,2018-03-22T00:00:00.000000+0000,0.0,0.0,while in storage
1521698400,2018-03-22T06:00:00.000000+0000,0.0,0.0,while in storage
1521720000,2018-03-22T12:00:00.000000+0000,0.0,0.0,while in storage
1521741600,2018-03-22T18:00:00.000000+0000,0.0,0.0,while in storage
1521763200,2018-03-23T00:00:00.000000+0000,0.0,0.0,while in storage
1521784800,2018-03-23T06:00:00.000000+0000,0.0,0.0,while in storage
1521806400,2018-03-23T12:00:00.000000+0000,0.0,0.0,while in storage
1521828000,2018-03-23T18:00:00.000000+0000,0.0,0.0,while in storage
1521849600,2018-03-24T00:00:00.000000+0000,0.0,0.0,while in storage
1521871200,2018-03-24T06:00:00.000000+0000,0.0,0.0,while in storage
1521892800,2018-03-24T12:00:00.000000+0000,0.0,0.0,while in storage
1521914400,2018-03-24T18:00:00.000000+0000,0.0,0.0,while in storage
1521936000,2018-03-25T00:00:00.000000+0000,0.0,0.0,while in storage
1521957600,2018-03-25T06:00:00.000000+0000,0.0,0.0,while in storage
1521979200,2018-03-25T12:00:00.000000+0000,0.0,0.0,while in storage
1522000800,2018-03-25T18:00:00.000000+0000,0.0,0.0,while in storage
1522022400,2018-03-26T00:00:00.000000+0000,0.0,0.0,while in storage
1522044000,2018-03-26T06:00:00.000000+0000,0.0,0.0,while in storage
1522065600,2018-03-26T12:00:00.000000+0000,0.0,0.0,while in storage
1522087200,2018-03-26T18:00:00.000000+0000,0.0,0.0,while in storage
1522108800,2018-03-27T00:00:00.000000+0000,0.0,0.0,while in storage
1522130400,2018-03-27T06:00:00.000000+0000,0.0,0.0,while in storage
1522152000,2018-03-27T12:00:00.000000+0000,0.0,0.0,while in storage
1522173600,2018-03-27T18:00:00.000000+0000,0.0,0.0,while in storage
1522195200,2018-03-28T00:00:00.000000+0000,0.0,0.0,while in storage
1522216800,2018-03-28T06:00:00.000000+0000,0.0,0.0,while in storage
1522238400,2018-03-28T12:00:00.000000+0000,0.0,0.0,while in storage
1522260000,2018-03-28T18:00:00.000000+0000,0.0,0.0,while in storage
1522281600,2018-03-29T00:00:00.000000+0000,0.0,0.0,while in storage
1522303200,2018-03-29T06:00:00.000000+0000,0.0,0.0,while in storage
1522324800,2018-03-29T12:00:00.000000+0000,0.0,0.0,while in storage
1522346400,2018-03-29T18:00:00.000000+0000,0.0,0.0,while in storage
1522368000,2018-03-30T00:00:00.000000+0000,0.0,0.0,while in storage
1522389600,2018-03-30T06:00:00.000000+0000,0.0,0.0,while in storage
1522411200,2018-03-30T12:00:00.000000+0000,0.0,0.0,while in storage
1522432800,2018-03-30T18:00:00.000000+0000,0.0,0.0,while in storage
1522454400,2018-03-31T00:00:00.000000+0000,0.0,0.0,while in storage
1522476000,2018-03-31T06:00:00.000000+0000,0.0,0.0,while in storage
1522497600,2018-03-31T12:00:00.000000+0000,0.0,0.0,while in storage
1522519200,2018-03-31T18:00:00.000000+0000,0.0,0.0,while in storage
1522540800,2018-04-01T00:00:00.000000+0000,0.0,0.0,while in storage
1522562400,2018-04-01T06:00:00.000000+0000,0.0,0.0,while in storage
1522584000,2018-04-01T12:00:00.000000+0000,0.0,0.0,while in storage
1522605600,2018-04-01T18:00:00.000000+0000,0.0,0.0,while in storage
1522627200,2018-04-02T00:00:00.000000+0000,0.0,0.0,while in storage
1522648800,2018-04-02T06:00:00.000000+0000,0.0,0.0,while in storage
1522670400,2018-04-02T12:00:00.000000+0000,0.0,0.0,while in storage
1522692000,2018-04-02T18:00:00.000000+0000,0.0,0.0,while in storage
1522713600,2018-04-03T00:00:00.000000+0000,0.0,0.0,while in storage
1522735200,2018-04-03T06:00:00.000000+0000,0.0,0.0,while in storage
1522756800,2018-04-03T12:00:00.000000+0000,0.0,0.0,while in storage
1522778400,2018-04-03T18:00:00.000000+0000,0.0,0.0,while in storage
1522800000,2018-04-04T00:00:00.000000+0000,4.21410074073056e10,20.06714638443124,call ship1
1522821600,2018-04-04T06:00:00.000000+0000,4.21410074073056e10,20.06714638443124,call ship1
1522843200,2018-04-04T12:00:00.000000+0000,4.21410074073056e10,20.06714638443124,call ship1
