,Unnamed: 0,DATA NUMBER,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,TYPHOON NAME,CLASS,LAT,LON,CENTRAL PRESSURE,MAX WINDSPEED,50KT MAJORAXIS DIRECTION,50KT MAJORAXIS,50KT MINORAXIS,30KT MAJORAXIS DIRECTION,30KT MAJORAXIS,30KT MINORAXIS,LANDING,Datetime,unixtime
58,58,65,2017,7,5,12,1702,NANMADOL,6,38.2,154.8,994,0,0,0,0,0,0,0,0,2017/7/5 12:00,1499256000
59,59,66,2017,7,5,18,1702,NANMADOL,6,40.3,160.2,994,0,0,0,0,0,0,0,0,2017/7/5 18:00,1499277600
60,60,67,2017,7,6,0,1702,NANMADOL,6,43,166.1,992,0,0,0,0,0,0,0,0,2017/7/6 0:00,1499299200
61,61,68,2017,7,6,6,1702,NANMADOL,6,46.4,169.9,988,0,0,0,0,0,0,0,0,2017/7/6 6:00,1499320800
62,62,69,2017,7,6,12,1702,NANMADOL,6,49.8,171.4,988,0,0,0,0,0,0,0,0,2017/7/6 12:00,1499342400
63,63,70,2017,7,6,18,1702,NANMADOL,6,50.6,170.4,990,0,0,0,0,0,0,0,0,2017/7/6 18:00,1499364000
64,64,71,2017,7,7,0,1702,NANMADOL,6,51,170.6,990,0,0,0,0,0,0,0,0,2017/7/7 0:00,1499385600
65,65,72,2017,7,7,6,1702,NANMADOL,6,51,171.3,988,0,0,0,0,0,0,0,0,2017/7/7 6:00,1499407200
66,66,73,2017,7,7,12,1702,NANMADOL,6,50.9,172.3,988,0,0,0,0,0,0,0,0,2017/7/7 12:00,1499428800
67,67,74,2017,7,7,18,1702,NANMADOL,6,50.9,174.6,990,0,0,0,0,0,0,0,0,2017/7/7 18:00,1499450400
68,68,75,2017,7,8,0,1702,NANMADOL,6,51.4,177.2,992,0,0,0,0,0,0,0,0,2017/7/8 0:00,1499472000
69,69,76,2017,7,8,6,1702,NANMADOL,6,52.1,179.6,992,0,0,0,0,0,0,0,0,2017/7/8 6:00,1499493600
70,70,77,2017,7,8,12,1702,NANMADOL,6,53.1,182.3,994,0,0,0,0,0,0,0,0,2017/7/8 12:00,1499515200
87,87,94,2017,7,19,6,1703,NORU,2,26.1,162.1,1010,0,0,0,0,0,0,0,0,2017/7/19 6:00,1500444000
88,88,95,2017,7,19,12,1703,NORU,2,26.2,161.7,1010,0,0,0,0,0,0,0,0,2017/7/19 12:00,1500465600
89,89,96,2017,7,19,18,1703,NORU,2,26.4,161.2,1008,0,0,0,0,0,0,0,0,2017/7/19 18:00,1500487200
90,90,97,2017,7,20,0,1703,NORU,2,26.9,160.6,1008,0,0,0,0,0,0,0,0,2017/7/20 0:00,1500508800
91,91,98,2017,7,20,6,1703,NORU,2,27.2,159.9,1008,0,0,0,0,0,0,0,0,2017/7/20 6:00,1500530400
92,92,99,2017,7,20,12,1703,NORU,3,27.4,159,1006,35,0,0,0,1,150,100,0,2017/7/20 12:00,1500552000
93,93,100,2017,7,20,18,1703,NORU,3,27.6,158.4,1006,35,0,0,0,1,150,100,0,2017/7/20 18:00,1500573600
94,94,101,2017,7,21,0,1703,NORU,3,28,157.5,1006,35,0,0,0,1,150,100,0,2017/7/21 0:00,1500595200
95,95,102,2017,7,21,6,1703,NORU,3,28.2,156.6,1006,35,0,0,0,1,150,100,0,2017/7/21 6:00,1500616800
96,96,103,2017,7,21,12,1703,NORU,3,28.3,155.5,1004,35,0,0,0,1,150,100,0,2017/7/21 12:00,1500638400
97,97,104,2017,7,21,18,1703,NORU,3,28.5,154.3,1000,40,0,0,0,1,150,100,0,2017/7/21 18:00,1500660000
98,98,105,2017,7,22,0,1703,NORU,3,28.6,153.7,1000,40,0,0,0,1,150,100,0,2017/7/22 0:00,1500681600
99,99,106,2017,7,22,6,1703,NORU,3,28.7,153.2,998,40,0,0,0,1,150,100,0,2017/7/22 6:00,1500703200
100,100,107,2017,7,22,12,1703,NORU,3,28.7,152.5,994,45,0,0,0,1,150,100,0,2017/7/22 12:00,1500724800
101,101,108,2017,7,22,18,1703,NORU,4,28.6,151.9,990,50,0,0,0,1,180,150,0,2017/7/22 18:00,1500746400
102,102,109,2017,7,23,0,1703,NORU,4,28.3,151.4,985,55,9,40,40,1,180,150,0,2017/7/23 0:00,1500768000
103,103,110,2017,7,23,6,1703,NORU,4,28.1,151.2,980,60,9,40,40,1,180,150,0,2017/7/23 6:00,1500789600
104,104,111,2017,7,23,12,1703,NORU,5,28,151.4,975,65,9,50,50,1,180,150,0,2017/7/23 12:00,1500811200
105,105,112,2017,7,23,18,1703,NORU,5,27.6,151.6,975,65,9,50,50,1,180,150,0,2017/7/23 18:00,1500832800
106,106,113,2017,7,24,0,1703,NORU,5,27.2,152.2,970,70,9,50,50,1,180,150,0,2017/7/24 0:00,1500854400
107,107,114,2017,7,24,6,1703,NORU,5,26.7,153,970,70,9,50,50,1,180,150,0,2017/7/24 6:00,1500876000
108,108,115,2017,7,24,12,1703,NORU,5,26.2,154.1,970,70,9,50,50,1,180,150,0,2017/7/24 12:00,1500897600
109,109,116,2017,7,24,18,1703,NORU,5,25.9,155.5,970,70,9,50,50,9,150,150,0,2017/7/24 18:00,1500919200
110,110,117,2017,7,25,0,1703,NORU,5,25.7,156.7,970,70,9,50,50,9,150,150,0,2017/7/25 0:00,1500940800
111,111,118,2017,7,25,6,1703,NORU,5,25.9,157.6,970,70,9,50,50,9,150,150,0,2017/7/25 6:00,1500962400
112,112,119,2017,7,25,12,1703,NORU,5,26.2,158.2,975,65,9,50,50,9,150,150,0,2017/7/25 12:00,1500984000
113,113,120,2017,7,25,18,1703,NORU,5,27,158.4,975,65,9,50,50,1,180,150,0,2017/7/25 18:00,1501005600
114,114,121,2017,7,26,0,1703,NORU,5,28,157.9,975,65,9,50,50,1,210,150,0,2017/7/26 0:00,1501027200
115,115,122,2017,7,26,6,1703,NORU,5,29,157.1,975,65,9,50,50,1,210,150,0,2017/7/26 6:00,1501048800
116,116,123,2017,7,26,12,1703,NORU,5,29.8,155.6,975,65,9,50,50,1,210,150,0,2017/7/26 12:00,1501070400
117,117,124,2017,7,26,18,1703,NORU,5,30.4,154.1,975,65,9,50,50,1,210,150,0,2017/7/26 18:00,1501092000
118,118,125,2017,7,27,0,1703,NORU,5,30.7,152.1,975,65,9,50,50,1,210,150,0,2017/7/27 0:00,1501113600
119,119,126,2017,7,27,6,1703,NORU,5,31,150.5,975,65,9,50,50,1,210,150,0,2017/7/27 6:00,1501135200
120,120,127,2017,7,27,12,1703,NORU,5,30.7,148.5,975,65,9,50,50,1,180,150,0,2017/7/27 12:00,1501156800
121,121,128,2017,7,27,18,1703,NORU,5,30.4,146.8,975,65,9,50,50,1,180,150,0,2017/7/27 18:00,1501178400
122,122,129,2017,7,28,0,1703,NORU,4,29.6,145.2,975,60,9,40,40,9,150,150,0,2017/7/28 0:00,1501200000
123,123,130,2017,7,28,6,1703,NORU,4,28.9,144.5,975,60,9,40,40,9,150,150,0,2017/7/28 6:00,1501221600
124,124,132,2017,7,28,12,1703,NORU,4,28.3,143.8,975,60,9,40,40,9,150,150,0,2017/7/28 12:00,1501243200
125,125,134,2017,7,28,18,1703,NORU,4,27.7,143.5,975,60,9,40,40,9,150,150,0,2017/7/28 18:00,1501264800
126,126,136,2017,7,29,0,1703,NORU,4,27.1,142.9,975,60,9,40,40,9,150,150,0,2017/7/29 0:00,1501286400
127,127,138,2017,7,29,6,1703,NORU,4,26.2,142.2,975,60,9,40,40,9,150,150,0,2017/7/29 6:00,1501308000
128,128,140,2017,7,29,12,1703,NORU,4,25.3,141.9,975,60,9,40,40,9,150,150,0,2017/7/29 12:00,1501329600
129,129,141,2017,7,29,18,1703,NORU,4,24.5,141.9,975,60,9,40,40,9,150,150,0,2017/7/29 18:00,1501351200
130,130,142,2017,7,30,0,1703,NORU,5,23.9,141.7,970,65,9,40,40,9,150,150,0,2017/7/30 0:00,1501372800
131,131,143,2017,7,30,6,1703,NORU,5,23.4,141.5,965,70,9,40,40,9,150,150,0,2017/7/30 6:00,1501394400
132,132,144,2017,7,30,12,1703,NORU,5,22.9,141.4,955,75,9,60,60,9,150,150,0,2017/7/30 12:00,1501416000
133,133,145,2017,7,30,18,1703,NORU,5,22.8,140.9,945,85,9,60,60,9,150,150,0,2017/7/30 18:00,1501437600
134,134,146,2017,7,31,0,1703,NORU,5,22.8,140.4,935,95,9,60,60,9,150,150,0,2017/7/31 0:00,1501459200
135,135,147,2017,7,31,6,1703,NORU,5,22.9,139.9,935,95,9,60,60,9,150,150,0,2017/7/31 6:00,1501480800
136,136,148,2017,7,31,12,1703,NORU,5,23,139.3,935,95,9,60,60,9,150,150,0,2017/7/31 12:00,1501502400
137,137,149,2017,7,31,18,1703,NORU,5,23.3,138.8,935,95,9,60,60,9,150,150,0,2017/7/31 18:00,1501524000
138,138,150,2017,8,1,0,1703,NORU,5,23.7,138.2,935,95,9,60,60,9,150,150,0,2017/8/1 0:00,1501545600
139,139,151,2017,8,1,6,1703,NORU,5,24.1,137.7,940,90,9,60,60,9,150,150,0,2017/8/1 6:00,1501567200
140,140,152,2017,8,1,12,1703,NORU,5,24.4,137.3,940,90,9,60,60,9,150,150,0,2017/8/1 12:00,1501588800
141,141,153,2017,8,1,18,1703,NORU,5,25,136.7,940,90,9,60,60,9,150,150,0,2017/8/1 18:00,1501610400
142,142,154,2017,8,2,0,1703,NORU,5,25.4,136.4,940,90,9,60,60,9,150,150,0,2017/8/2 0:00,1501632000
143,143,155,2017,8,2,6,1703,NORU,5,25.8,135.9,940,90,9,60,60,9,150,150,0,2017/8/2 6:00,1501653600
144,144,156,2017,8,2,12,1703,NORU,5,26.1,135.7,940,90,9,60,60,9,150,150,0,2017/8/2 12:00,1501675200
145,145,157,2017,8,2,18,1703,NORU,5,26.7,135.5,940,90,9,60,60,9,150,150,0,2017/8/2 18:00,1501696800
146,146,158,2017,8,3,0,1703,NORU,5,27.4,135,945,85,9,60,60,9,150,150,0,2017/8/3 0:00,1501718400
147,147,159,2017,8,3,6,1703,NORU,5,27.9,134.1,945,85,9,60,60,9,150,150,0,2017/8/3 6:00,1501740000
148,148,160,2017,8,3,12,1703,NORU,5,28.1,133.5,950,80,9,60,60,9,150,150,0,2017/8/3 12:00,1501761600
149,149,162,2017,8,3,18,1703,NORU,5,28.3,132.5,955,75,9,60,60,9,150,150,0,2017/8/3 18:00,1501783200
172,172,205,2017,7,20,0,1704,KULAP,2,23,178.1,1012,0,0,0,0,0,0,0,0,2017/7/20 0:00,1500508800
173,173,206,2017,7,20,6,1704,KULAP,2,23.4,177.7,1012,0,0,0,0,0,0,0,0,2017/7/20 6:00,1500530400
174,174,207,2017,7,20,12,1704,KULAP,2,24,177.4,1012,0,0,0,0,0,0,0,0,2017/7/20 12:00,1500552000
175,175,208,2017,7,20,18,1704,KULAP,2,24.6,177.2,1010,0,0,0,0,0,0,0,0,2017/7/20 18:00,1500573600
176,176,209,2017,7,21,0,1704,KULAP,2,25.2,177.1,1010,0,0,0,0,0,0,0,0,2017/7/21 0:00,1500595200
177,177,210,2017,7,21,6,1704,KULAP,3,26.4,177.3,1006,35,0,0,0,8,120,90,0,2017/7/21 6:00,1500616800
178,178,211,2017,7,21,12,1704,KULAP,3,28.2,176.8,1006,35,0,0,0,8,120,90,0,2017/7/21 12:00,1500638400
179,179,212,2017,7,21,18,1704,KULAP,3,30.3,175.1,1004,40,0,0,0,8,180,120,0,2017/7/21 18:00,1500660000
180,180,213,2017,7,22,0,1704,KULAP,3,30.5,172.2,1004,40,0,0,0,8,180,120,0,2017/7/22 0:00,1500681600
181,181,214,2017,7,22,6,1704,KULAP,3,30,170.6,1004,40,0,0,0,8,180,120,0,2017/7/22 6:00,1500703200
182,182,215,2017,7,22,12,1704,KULAP,3,30,169.6,1004,40,0,0,0,8,180,120,0,2017/7/22 12:00,1500724800
183,183,216,2017,7,22,18,1704,KULAP,3,30.4,168.3,1004,40,0,0,0,8,180,120,0,2017/7/22 18:00,1500746400
184,184,217,2017,7,23,0,1704,KULAP,3,30.6,167.3,1004,40,0,0,0,8,180,120,0,2017/7/23 0:00,1500768000
185,185,218,2017,7,23,6,1704,KULAP,3,30.8,166.5,1002,40,0,0,0,8,180,120,0,2017/7/23 6:00,1500789600
186,186,219,2017,7,23,12,1704,KULAP,3,31.1,165.5,1002,40,0,0,0,8,180,120,0,2017/7/23 12:00,1500811200
187,187,220,2017,7,23,18,1704,KULAP,3,31.4,164.3,1002,40,0,0,0,8,180,120,0,2017/7/23 18:00,1500832800
188,188,221,2017,7,24,0,1704,KULAP,3,31.9,163.3,1002,40,0,0,0,8,180,120,0,2017/7/24 0:00,1500854400
189,189,222,2017,7,24,6,1704,KULAP,3,32.6,161.7,1002,40,0,0,0,1,160,90,0,2017/7/24 6:00,1500876000
190,190,223,2017,7,24,12,1704,KULAP,3,33,160.1,1002,40,0,0,0,1,160,90,0,2017/7/24 12:00,1500897600
191,191,224,2017,7,24,18,1704,KULAP,3,33.2,158.3,1002,35,0,0,0,1,160,90,0,2017/7/24 18:00,1500919200
192,192,225,2017,7,25,0,1704,KULAP,3,33,156.5,1002,35,0,0,0,1,120,90,0,2017/7/25 0:00,1500940800
193,193,226,2017,7,25,6,1704,KULAP,3,32.8,155,1002,35,0,0,0,1,120,90,0,2017/7/25 6:00,1500962400
194,194,227,2017,7,25,12,1704,KULAP,3,32.3,153.7,1002,35,0,0,0,1,120,90,0,2017/7/25 12:00,1500984000
195,195,228,2017,7,25,18,1704,KULAP,2,32,152.3,1004,0,0,0,0,0,0,0,0,2017/7/25 18:00,1501005600
196,196,229,2017,7,26,0,1704,KULAP,2,31.7,151.1,1004,0,0,0,0,0,0,0,0,2017/7/26 0:00,1501027200
197,197,230,2017,7,26,6,1704,KULAP,2,31.2,149.9,1002,0,0,0,0,0,0,0,0,2017/7/26 6:00,1501048800
198,198,231,2017,7,26,12,1704,KULAP,2,30.2,148.8,1002,0,0,0,0,0,0,0,0,2017/7/26 12:00,1501070400
199,199,232,2017,7,26,18,1704,KULAP,2,29.2,147.8,1002,0,0,0,0,0,0,0,0,2017/7/26 18:00,1501092000
200,200,233,2017,7,27,0,1704,KULAP,2,28.1,147.1,1002,0,0,0,0,0,0,0,0,2017/7/27 0:00,1501113600
201,201,234,2017,7,27,6,1704,KULAP,2,26.9,147.5,1002,0,0,0,0,0,0,0,0,2017/7/27 6:00,1501135200
202,202,235,2017,7,27,12,1704,KULAP,2,25.9,148.5,1002,0,0,0,0,0,0,0,0,2017/7/27 12:00,1501156800
203,203,236,2017,7,27,18,1704,KULAP,2,26.3,149,1002,0,0,0,0,0,0,0,0,2017/7/27 18:00,1501178400
204,204,237,2017,7,28,0,1704,KULAP,2,27.1,149.2,1002,0,0,0,0,0,0,0,0,2017/7/28 0:00,1501200000
205,205,238,2017,7,21,6,1705,ROKE,2,18.6,124.3,1008,0,0,0,0,0,0,0,0,2017/7/21 6:00,1500616800
206,206,239,2017,7,21,12,1705,ROKE,2,19.3,123,1008,0,0,0,0,0,0,0,0,2017/7/21 12:00,1500638400
250,250,283,2017,7,25,6,1706,NESAT,2,12.8,129.2,1002,0,0,0,0,0,0,0,0,2017/7/25 6:00,1500962400
251,251,284,2017,7,25,12,1706,NESAT,2,14,129.3,1002,0,0,0,0,0,0,0,0,2017/7/25 12:00,1500984000
252,252,285,2017,7,25,18,1706,NESAT,3,14.5,128.3,1000,35,0,0,0,5,150,90,0,2017/7/25 18:00,1501005600
253,253,286,2017,7,26,0,1706,NESAT,3,15.5,128.1,996,40,0,0,0,5,150,90,0,2017/7/26 0:00,1501027200
254,254,287,2017,7,26,6,1706,NESAT,3,16.1,128,996,40,0,0,0,5,150,90,0,2017/7/26 6:00,1501048800
255,255,288,2017,7,26,12,1706,NESAT,3,16.6,127.8,996,40,0,0,0,5,150,90,0,2017/7/26 12:00,1501070400
256,256,289,2017,7,26,18,1706,NESAT,3,17.1,127.7,994,45,0,0,0,5,150,90,0,2017/7/26 18:00,1501092000
257,257,290,2017,7,27,0,1706,NESAT,4,17.5,127.6,990,50,0,0,0,5,150,90,0,2017/7/27 0:00,1501113600
258,258,291,2017,7,27,6,1706,NESAT,4,18,127.4,990,50,0,0,0,5,150,90,0,2017/7/27 6:00,1501135200
259,259,292,2017,7,27,12,1706,NESAT,4,18.6,127.2,990,50,0,0,0,5,150,90,0,2017/7/27 12:00,1501156800
260,260,293,2017,7,27,18,1706,NESAT,4,19.3,126.7,990,50,0,0,0,3,180,120,0,2017/7/27 18:00,1501178400
261,261,294,2017,7,28,0,1706,NESAT,4,20,125.8,985,55,9,30,30,3,210,150,0,2017/7/28 0:00,1501200000
262,262,295,2017,7,28,6,1706,NESAT,5,20.6,125.2,975,65,9,45,45,3,210,150,0,2017/7/28 6:00,1501221600
263,263,296,2017,7,28,12,1706,NESAT,5,21.1,124.4,970,70,9,50,50,3,210,150,0,2017/7/28 12:00,1501243200
264,264,297,2017,7,28,18,1706,NESAT,5,21.7,123.5,960,80,9,60,60,3,210,150,0,2017/7/28 18:00,1501264800
265,265,298,2017,7,29,0,1706,NESAT,5,22.5,123.3,960,80,9,60,60,3,210,150,0,2017/7/29 0:00,1501286400
299,299,334,2017,7,31,6,1707,NALGAE,2,26.3,158.3,1006,0,0,0,0,0,0,0,0,2017/7/31 6:00,1501480800
300,300,335,2017,7,31,12,1707,NALGAE,2,26.5,159.5,1006,0,0,0,0,0,0,0,0,2017/7/31 12:00,1501502400
301,301,336,2017,7,31,18,1707,NALGAE,2,26.5,160.8,1006,0,0,0,0,0,0,0,0,2017/7/31 18:00,1501524000
302,302,337,2017,8,1,0,1707,NALGAE,2,26.4,162.3,1006,0,0,0,0,0,0,0,0,2017/8/1 0:00,1501545600
303,303,338,2017,8,1,6,1707,NALGAE,2,26.2,163.1,1004,0,0,0,0,0,0,0,0,2017/8/1 6:00,1501567200
304,304,339,2017,8,1,12,1707,NALGAE,2,26,163.9,1004,0,0,0,0,0,0,0,0,2017/8/1 12:00,1501588800
305,305,340,2017,8,1,18,1707,NALGAE,2,25.7,164.6,1000,0,0,0,0,0,0,0,0,2017/8/1 18:00,1501610400
306,306,341,2017,8,2,0,1707,NALGAE,3,25.6,165.4,998,35,0,0,0,3,180,120,0,2017/8/2 0:00,1501632000
307,307,342,2017,8,2,6,1707,NALGAE,3,25.8,165.4,996,40,0,0,0,2,180,120,0,2017/8/2 6:00,1501653600
308,308,343,2017,8,2,12,1707,NALGAE,3,26.1,165.2,996,40,0,0,0,2,180,120,0,2017/8/2 12:00,1501675200
309,309,344,2017,8,2,18,1707,NALGAE,3,26.4,165,992,40,0,0,0,1,180,120,0,2017/8/2 18:00,1501696800
310,310,345,2017,8,3,0,1707,NALGAE,3,26.7,164.8,992,40,0,0,0,1,180,120,0,2017/8/3 0:00,1501718400
311,311,346,2017,8,3,6,1707,NALGAE,3,27.3,164.3,992,40,0,0,0,1,180,120,0,2017/8/3 6:00,1501740000
312,312,347,2017,8,3,12,1707,NALGAE,3,27.7,163.9,992,40,0,0,0,1,180,120,0,2017/8/3 12:00,1501761600
313,313,348,2017,8,3,18,1707,NALGAE,3,28,163.4,992,40,0,0,0,1,180,120,0,2017/8/3 18:00,1501783200
314,314,349,2017,8,4,0,1707,NALGAE,3,28.4,163,992,40,0,0,0,1,240,150,0,2017/8/4 0:00,1501804800
315,315,350,2017,8,4,6,1707,NALGAE,3,29,162.9,992,40,0,0,0,1,240,150,0,2017/8/4 6:00,1501826400
316,316,351,2017,8,4,12,1707,NALGAE,3,29.7,162.8,992,40,0,0,0,1,240,150,0,2017/8/4 12:00,1501848000
317,317,352,2017,8,4,18,1707,NALGAE,3,30.7,162.6,992,40,0,0,0,1,240,150,0,2017/8/4 18:00,1501869600
318,318,353,2017,8,5,0,1707,NALGAE,3,32,162.5,992,40,0,0,0,1,240,150,0,2017/8/5 0:00,1501891200
319,319,354,2017,8,5,6,1707,NALGAE,3,34.2,162.1,990,45,0,0,0,1,240,150,0,2017/8/5 6:00,1501912800
320,320,355,2017,8,5,12,1707,NALGAE,3,36.2,161.2,990,45,0,0,0,1,240,150,0,2017/8/5 12:00,1501934400
321,321,356,2017,8,5,18,1707,NALGAE,6,38.1,160.2,990,0,0,0,0,0,0,0,0,2017/8/5 18:00,1501956000
322,322,357,2017,8,6,0,1707,NALGAE,6,40,159,990,0,0,0,0,0,0,0,0,2017/8/6 0:00,1501977600
323,323,358,2017,8,6,6,1707,NALGAE,6,41.6,158.3,990,0,0,0,0,0,0,0,0,2017/8/6 6:00,1501999200
324,324,359,2017,8,6,12,1707,NALGAE,6,43.1,157.4,992,0,0,0,0,0,0,0,0,2017/8/6 12:00,1502020800
325,325,360,2017,8,6,18,1707,NALGAE,6,44.5,156.1,994,0,0,0,0,0,0,0,0,2017/8/6 18:00,1502042400
336,336,371,2017,8,10,18,1708,BANYAN,2,16,170.9,1008,0,0,0,0,0,0,0,0,2017/8/10 18:00,1502388000
337,337,372,2017,8,11,0,1708,BANYAN,2,16.4,169.9,1008,0,0,0,0,0,0,0,0,2017/8/11 0:00,1502409600
338,338,373,2017,8,11,6,1708,BANYAN,2,16.9,168.9,1006,0,0,0,0,0,0,0,0,2017/8/11 6:00,1502431200
339,339,374,2017,8,11,12,1708,BANYAN,3,17.3,168,1002,35,0,0,0,9,90,90,0,2017/8/11 12:00,1502452800
340,340,375,2017,8,11,18,1708,BANYAN,3,17.8,166.9,996,45,0,0,0,9,90,90,0,2017/8/11 18:00,1502474400
341,341,376,2017,8,12,0,1708,BANYAN,4,18.5,165.6,990,50,0,0,0,9,90,90,0,2017/8/12 0:00,1502496000
342,342,377,2017,8,12,6,1708,BANYAN,4,19.3,164.9,980,60,9,30,30,9,90,90,0,2017/8/12 6:00,1502517600
343,343,378,2017,8,12,12,1708,BANYAN,5,20,164.6,975,65,9,30,30,9,90,90,0,2017/8/12 12:00,1502539200
344,344,379,2017,8,12,18,1708,BANYAN,5,20.5,164.3,965,70,9,30,30,9,90,90,0,2017/8/12 18:00,1502560800
345,345,380,2017,8,13,0,1708,BANYAN,5,21,164.1,955,80,9,30,30,9,90,90,0,2017/8/13 0:00,1502582400
346,346,381,2017,8,13,6,1708,BANYAN,5,21.4,163.9,955,80,9,30,30,9,90,90,0,2017/8/13 6:00,1502604000
347,347,382,2017,8,13,12,1708,BANYAN,5,21.8,163.8,955,80,9,30,30,9,90,90,0,2017/8/13 12:00,1502625600
348,348,383,2017,8,13,18,1708,BANYAN,5,22.2,163.7,960,75,9,30,30,9,90,90,0,2017/8/13 18:00,1502647200
