STORAGE[GWh],2017 POWER GENERATION[GWh],2018 POWER GENERATION[GWh],2019 POWER GENERATION[GWh],2020 POWER GENERATION[GWh],2021 POWER GENERATION[GWh],2022 POWER GENERATION[GWh]
10.0,83.94804517707554,135.0262275773395,118.46266156657613,59.25310891821257,119.11065191674183,99.74238379623317
15.0,99.36147880800567,161.80109852726181,148.75593305141587,81.0255211067319,155.86569245672092,118.02361980391964
20.0,109.0195827034855,192.4319984461235,174.1331370750599,98.09542837799557,155.9645325068545,129.97545393012368
25.0,122.69142985254766,214.278791299805,189.21574983199864,113.29995112326584,162.85983166723963,139.58841757017692
30.0,126.38693191555367,220.88602318570295,200.05033058451298,102.62686134995384,179.83091644829557,149.94002355419144
35.0,137.99258715334065,231.85608686230833,218.12052325520068,110.86996047782425,182.08663159113098,154.8498506102147
40.0,150.02761362069347,236.4985460763484,222.26219154708656,118.57822241470586,188.2352535988895,143.311788647018
45.0,142.26396429637438,255.29479746832388,221.01810486666642,124.04761460409675,191.02811019329928,157.2794349008425
50.0,131.70394827068822,255.42977890038244,204.91589535402395,132.4893412998193,189.07051203486625,158.881472999473
55.0,143.48403917080836,236.83062189844603,221.61459918953872,118.16290244854007,199.49479226280584,159.93706611444784
60.0,138.63950251772224,248.45718060835947,235.4275431107383,114.31984658369097,205.48724362222347,157.37035574421057
65.0,138.93746404518686,260.41758672215775,244.91380836270076,117.60010620171938,200.19796842610833,159.16884715903046
70.0,142.18194413966333,255.79408219712113,229.18145539188657,128.114324417126,199.7374737040352,153.6475797555177
75.0,143.67091618753904,266.7335580726129,229.14845210135022,127.62872022605517,203.17527811916705,158.77311645103177
80.0,150.870303993316,262.303464407184,241.51485293455244,127.15379735921557,198.86363454953556,162.528314862451
85.0,151.21721808011011,265.91758910220204,242.20975487385178,126.68867373905056,202.45197769922345,166.74612260014132
90.0,151.99313037011595,267.63648504851585,238.46817826716423,126.23258738531402,197.66880990804958,167.31709031319176
95.0,141.2061295222128,258.5972792818169,240.05348532795523,125.78487433425857,197.24281316915759,169.68478661189744
100.0,134.81645807701005,256.9357616635544,243.6379231759985,125.34495156147764,196.8242288412556,167.69585903225723
105.0,148.9587426679825,256.559170150814,240.15463850754452,129.4598037741422,206.98110007521163,167.11103080881307
110.0,153.21641467935189,256.18851168632665,247.99805021340424,129.03151447843845,206.55469059389011,171.43669404572668
115.0,143.55659782058538,267.7258511694518,245.56933138038178,130.90839429922934,206.13469572239228,155.08649681793685
120.0,136.87752237785517,265.55660616428855,251.95131724718496,133.63885673706508,207.77965820762338,157.47414508580593
125.0,140.55979194346492,258.6209932225663,252.93775184101594,123.24597194735071,207.3738164557536,160.73012892291698
130.0,140.3283886199383,262.9461136851987,250.38126427927958,122.84368821682426,200.2909134896861,165.22107301722528
135.0,139.97696270699475,263.18720813892594,246.81959834917444,122.44653051563675,199.92648244059188,167.33495248773198
140.0,139.60838634463678,254.68119677647957,248.5158070292265,122.05424714612741,199.56651172403113,167.13738999862426
145.0,139.24417285749763,249.36982838872527,245.1780574343606,121.66660727404862,199.21080201680016,161.9279379217706
150.0,138.88412272200915,248.99867596879105,250.6434864204142,121.28339854238139,198.85915845387487,163.8981721154481
155.0,138.52805185554715,248.6316255201746,250.90992368369865,120.9044250282194,198.51140125065444,166.03418832447355
160.0,138.17578996390958,248.26850149758667,243.0250197106935,120.5295054839565,198.1673523511076,160.59671086998222
165.0,137.82717911158588,247.90914109551457,247.40074037942654,120.1584718155949,198.58299364828545,164.30001270674214
170.0,137.48207247896045,247.55339296710315,249.86702607685768,119.79116776001126,198.20919092502038,168.6684396093382
175.0,137.14033327724573,247.20111610563015,244.25744610504455,119.42744773009822,197.83903563917272,171.97671446105937
180.0,136.80183379720646,246.85217886389685,239.3593251354711,119.06717580230159,197.47238946230883,171.72930724822166
185.0,136.4664545719299,246.50645809118225,242.42711269164528,118.71022482553995,196.87156954940303,171.44968731583032
190.0,136.13408363726646,263.8780198152256,240.68153015397283,118.35647563407628,196.50738693202132,171.17257552334289
195.0,135.8046158762829,274.3874367273631,243.89850123986912,118.00581634980612,196.14638535509528,170.8978842302988
200.0,135.47795243628133,274.1395383851174,234.77672843119214,117.65814176177905,195.78845650459837,170.62553101899712
205.0,135.15400020874313,273.8936975277104,234.14797867885076,121.81699877417633,199.59921599825194,170.3554382609035
210.0,145.7134962435719,273.6498475029967,237.7017836438091,121.47302821216442,199.25006465717914,170.0875327287198
215.0,145.3788222316396,273.4079253480805,241.92131381845726,121.13177706942885,198.9036736944414,169.82174524833735
220.0,145.04673283290845,273.1678715043356,245.9527287356183,120.79316133361759,198.55995752311944,169.5580103857442
225.0,144.71715000815192,272.929629560397,248.30224752454404,120.4571014318498,198.2188262411902,169.2962661646629
230.0,144.38999975063,272.6931460198193,247.64416888758785,120.12352190297928,197.88021276272883,169.03645381128902
235.0,142.34636646752347,272.4583700905516,247.20668241734248,119.79235110063104,197.54404436016625,168.77851752299773
240.0,142.0001067690803,254.2126236346026,246.77228798259827,119.46352092353058,197.2102519045319,168.52240425830766
245.0,141.65624352349727,253.95247791106857,246.3408999785482,119.13696657010222,196.8787696163487,168.26806354574657
250.0,141.31471173338653,253.6940960229503,245.91243686378394,118.81262631470294,196.54953483849033,168.01544730956897
255.0,140.9754494250645,253.437431084781,245.48682089023524,118.49044130319095,196.22248782866458,167.7645097105318
260.0,140.63839745152058,253.18243834958045,245.0677879436355,118.17035536581267,195.89757156947687,167.5152070001595
265.0,140.30349931175812,252.92907507217933,244.65955253271267,117.85231484563707,197.84338339251676,167.26749738711806
270.0,139.97070098486344,252.6773003836861,244.24223846665546,117.53626844097738,197.5342237836278,167.0213409144831
275.0,139.63995077735305,252.42707319175676,243.82749264977195,117.22216706042215,197.22696067269123,166.77669934682947
280.0,139.3111991825149,252.17835215877025,243.41525300288177,116.90996368925668,190.73847886913532,166.53353606619174
285.0,138.98439875060382,251.93110730191904,243.00546002614837,116.59961326619276,190.4552880416836,166.29181597605358
290.0,138.65950396887925,251.68530418798358,242.59805664865138,116.2910725694445,190.17374856655715,166.05150541261696
295.0,140.3305555764765,251.44090976521252,242.19298808916798,115.98430011129335,189.89382258673874,165.81257206268268
300.0,140.03139079651035,251.19789228547972,241.79020172715332,115.67925604037713,189.61547373836544,165.57498488754683
305.0,139.73388352418056,250.95622123204916,241.3896469830147,115.37590205101738,189.33866706799117,162.90383917204178
310.0,139.43799762536554,250.71586725245768,240.99127520686977,115.07420129897217,189.06336895571218,160.8405993421912
