STORAGE[GWh],2017 POWER GENERATION[GWh],2018 POWER GENERATION[GWh],2019 POWER GENERATION[GWh],2020 POWER GENERATION[GWh],2021 POWER GENERATION[GWh],2022 POWER GENERATION[GWh]
265.0,136.307658230282,246.34276520324775,251.51270509101013,118.54121462757477,196.9371134767115,171.3172920481182
270.0,136.0733238779299,246.1012050609881,251.18132981036828,118.291807778084,196.68328571912014,171.12191752631347
275.0,135.840431674443,245.86113153680876,250.8519938913485,118.04393583716022,196.18562913292675,170.92774538538922
280.0,135.60894676050145,263.3859961465647,250.52464803892957,117.7975617033155,195.9319884771065,170.734746561647
285.0,135.37883572516412,263.1703950703205,250.1992450062614,117.55264981660113,195.6798531957155,170.54289319896344
290.0,135.1500665213992,262.9560512146643,249.87573947521605,117.3091660687049,195.42918817445602,170.35215857836428
295.0,134.92260838790864,273.7180989091634,249.55408794583872,117.0670777197474,195.17995970782357,170.16251705284628
300.0,134.69643177667976,273.54645800873664,249.234248633897,116.82635332117381,194.93213541972435,169.97394398697386
305.0,134.4715082857558,273.3757680762119,248.91618137581148,116.58696264419986,198.85763000586135,169.78641570082704
310.0,134.24781059676997,273.20600838022784,248.5998475403214,120.84695654093582,198.61456328654273,169.59990941792074
