STORAGE[GWh],JUDGE ENERGY STORAGE PER[%],YEARLY POWER GENERATION[GWh],2017[GWh],2018[GWh],2019[GWh],2020[GWh],2021[GWh],2022[GWh]
100.0,85,1117.274880094458,140.64346656002095,261.425005186503,237.9955170122163,112.95773848329348,200.79296654322587,163.46018630919846
100.0,90,1074.6229075533215,134.962346322405,241.2573934872642,233.2090230820701,111.4658027753241,200.0970127578377,153.63132912842056
100.0,95,1120.0207992979426,151.1408752115693,255.4213798571135,242.09222922925278,118.63069615100365,194.71396041218622,158.02165843681715
100.0,100,1110.8562656863796,142.72828399935855,242.0069471111571,238.29112091025803,122.6313963413711,203.91192298084374,161.286594343391
110.0,20,652.3035989240759,89.35642387599425,140.79527381306764,135.75747549801073,72.52031851913213,112.84454994437937,101.02955727349166
110.0,25,777.1332561137156,110.26643824390605,168.1848887865174,167.97698351094056,83.66002531327014,117.25113614532852,129.7937841137529
110.0,30,856.0463164080112,100.82909139585452,201.31383516734317,191.19021826935312,89.45915241270734,133.62506699382223,139.62895216893085
110.0,35,954.8673317319785,133.61318651501742,208.5726165211997,194.4810114358405,111.00038390396817,163.88228778667101,143.31784556928173
110.0,40,986.8879284687285,140.86086047360152,211.03224920964107,212.4103208864169,99.26563824460031,178.30019421515283,145.01866543931578
110.0,45,999.9601886236676,127.10819650335523,230.1660971542864,205.48011077216879,108.55650630029494,179.38004879061387,149.26922910294843
110.0,50,1026.923148177736,133.03166426170216,221.52568791434604,221.396930837533,126.16423106416234,178.15699332291658,146.6476407770759
110.0,55,1055.683409067598,141.156392359901,249.16159650386044,211.33130165696232,110.0993719549342,189.35717325915132,154.57757333278863
110.0,60,1077.2838991265912,133.0717056260877,256.92734606945737,233.50185142048642,110.75411977392741,177.52071149941804,165.50816473721417
110.0,65,1084.5957737396275,132.11565621513566,243.0237637252551,240.41648241971942,121.17405691600268,181.86019784179544,166.00561662171933
110.0,70,1104.636321276719,142.8167664169636,259.44069729931556,221.14583544858309,130.4666185518302,184.9479415778593,165.81846198216735
110.0,75,1097.1440904838455,151.538559179552,251.23001463163286,227.69691994487138,113.25926324822427,195.77787976892643,157.6414537106388
110.0,80,1087.3317477892629,144.11688562254403,246.9641549084564,231.71842096538427,109.90282428124013,194.55369802872184,160.07576398291616
110.0,85,1095.2055000080165,148.46092415797781,248.91975859082575,237.06004729619968,115.77984511190706,189.29433192578674,155.6905929253195
110.0,90,1132.6398522447091,154.42252415797782,253.9160416538035,248.09017819252847,120.44455610930947,200.55513192578675,155.21142020530357
110.0,95,1127.5877280804566,142.6484593083875,248.38858513917197,243.39100100071357,131.87527144067286,199.43438401714354,161.85002717436717
110.0,100,1120.164891433399,141.231223456671,258.7475411586866,254.20460567355434,111.34878256634485,194.071971853034,160.5607667251082
120.0,20,692.1893911356657,96.27397651627356,151.8952757691796,148.4018636339841,72.93160792287736,123.55680019018773,99.1298671031632
120.0,25,826.1601229644449,120.76824486021012,183.06913564352158,177.62675834509508,91.5119233240676,129.1961934789114,123.98786731263914
120.0,30,904.585426563392,120.19234704173556,194.18789474227984,194.92210869533275,97.6104858005347,146.29817042142423,151.3744198620851
120.0,35,987.7726829604038,130.2469426172289,227.2907056864317,209.68967595704282,121.27244332412643,164.45555205285635,134.81736332271757
120.0,40,976.7944060287648,118.62377237085215,216.56233425133448,209.14531714406573,105.87388240742392,181.71587988696788,144.87321996812042
120.0,45,1016.8769547424231,137.32516180325945,211.21846457903948,224.32978890820152,122.513369561619,181.37571110807255,140.11445878223114
120.0,50,1031.6647969038893,138.34040558537288,241.50036308785397,222.75585386256662,108.45984116241871,168.49981157816595,152.10852162751118
120.0,55,1057.954381591075,130.39806479909478,252.22197396693775,229.43029594765687,108.68269025886566,174.68965799759087,162.53169862092906
120.0,60,1078.6173796673863,130.9580514761383,241.25005681572443,239.322851413753,120.37939559823178,181.0546551068008,165.65236925673796
120.0,65,1100.221362128755,143.31993385898463,258.97758389470573,218.74068619274888,129.86206927350204,184.09181685793013,165.2292720508834
120.0,70,1088.0187053825325,140.08787864083624,252.65490215618965,229.3533107346835,111.7236120103985,196.3355419020033,157.86345993842153
120.0,75,1084.9829347213822,144.49340436444194,247.9242679178361,230.6452871604779,109.05212583036622,196.0605993230065,156.8072501252535
120.0,80,1109.0580141845853,149.77608353080848,252.4740149848709,240.51668547251745,116.92921371062542,192.5093068130591,156.85270967270384
120.0,85,1094.3389988006688,141.72455729997608,240.64358184776407,238.5994847740064,120.92187205346076,192.5184520606127,159.9310507648489
120.0,90,1114.6165558719085,137.04146873757358,252.3880030115727,249.02771704270984,133.63885673706508,187.11802136256938,155.40248898041793
120.0,95,1113.5426062288213,144.35602641197895,264.66173879540673,244.9073014367201,110.05280939997493,186.7357171267496,162.8290130579907
120.0,100,1135.895287042318,150.31762641197895,276.58493879540674,228.84719405225732,109.6728898065542,201.6023187866571,168.87031918946334
130.0,20,738.2189665033304,103.22960783143553,159.93407097367387,158.02347144023565,80.37469159965161,130.65426382478,106.00286083355385
130.0,25,828.1791896164784,109.03568259635169,178.01129037958307,177.84667881984848,98.53889312290563,138.43475895273556,126.31188574505397
130.0,30,909.5493291187702,129.76891099158664,198.02389077001516,196.4684690638558,104.954271171889,143.74350317689903,136.59028394452457
130.0,35,975.8299643698493,139.42682296084715,208.71756444378994,209.89144717403119,97.69254710430071,175.37103248311377,144.73055020376663
130.0,40,1008.8601088448119,128.06541398746697,231.2356658383565,209.15456453570135,108.9725685686033,180.8323939902772,150.5995019244065
130.0,45,1047.8111065964076,132.22911237817038,229.49386320603307,228.50377646367542,128.6308702756793,183.3791677336393,145.57431653921006
130.0,50,1071.2771462682963,145.79597165054534,244.91988640590372,221.36130395904794,105.07974102944698,196.97389983754914,157.14634338580308
130.0,55,1073.351875795705,132.70675588592886,235.69870304665045,247.7506068767009,117.6193335233458,176.49607582157816,163.08040064150074
130.0,60,1093.7270538750065,140.78206533754488,255.8224294108081,222.71405755466483,128.61170406219648,182.4653526625876,163.33144484720452
130.0,65,1084.9283297836869,143.4891174860442,250.86089058197075,227.59053476428113,110.87889976521753,194.92704825141914,157.18183893475418
130.0,70,1081.2017513803337,143.70618814611808,247.41547971331883,228.77929175151058,108.8508205260403,196.27526764270567,156.1747036006403
130.0,75,1112.6662181105492,150.447278401294,254.11380137873653,241.27876405193226,117.43916579904526,193.09551433948866,156.29169414005239
130.0,80,1106.8454733978888,142.4778295304313,243.34074438692164,239.8731844906486,129.22022523442442,194.7079432680153,157.2255464874473
130.0,85,1129.465591617889,139.68771882872693,255.6943735871759,250.37424418828283,133.1548284980475,191.7780711340001,158.7763553816556
130.0,90,1127.1114933566,146.20668424936832,268.7292992468438,237.7960516884353,110.78549379416133,198.4020711340001,165.19189324379104
130.0,95,1100.1490120018516,132.81764444172674,256.9777792715586,234.35674709573175,110.6398525531644,200.31148380749923,165.0455048321709
130.0,100,1136.5474711752427,134.46084917228265,270.25007019656744,247.19645807697597,117.2638525531644,202.57341715072886,164.80282402552342
140.0,20,735.798254578867,93.76907660195744,158.13527722890476,170.57451873232355,72.1598903180985,126.3596339278827,114.79985776970025
140.0,25,818.4723133500628,96.67950635799399,192.5093591655634,183.22204485841561,85.80548675720343,127.73123803054848,132.52467818033776
140.0,30,927.4008555817954,122.13665748409188,214.52659733761416,197.7064496534335,113.26192591715105,153.5364425228789,126.23278266662595
140.0,35,952.2303814724664,116.17124462674441,211.93448920266422,198.2843235172021,103.69221637455924,175.97110512161635,146.1770026296802
140.0,40,991.9674948658393,136.84755934243813,211.30919937178393,211.240487362563,122.30149268285258,169.76638788525815,140.50236822094348
140.0,45,1046.7312464490947,140.07347940215197,247.41748450024002,209.91116952224783,108.09746142976871,187.78097775455637,153.45067384012967
140.0,50,1052.729255774787,133.21978199871648,227.08204713053905,237.69183434929562,112.212642450192,180.96596017787638,161.55698966816732
140.0,55,1091.4800386709594,137.22283811447198,250.9451291472691,234.75360226593583,119.14007179299875,179.61535641333728,169.80304093694636
140.0,60,1074.6582065098667,148.48355167827626,246.18193606647498,223.75745270465978,110.77808860192431,191.55024429471152,153.90693316381973
140.0,65,1079.2038479538583,142.8613567711949,246.30584700247402,228.53786328396754,107.3818299393646,194.47654571028727,159.64040524656997
140.0,70,1107.7936844981584,149.81023818623595,252.82964280919447,239.72512461557315,116.6449693256818,193.03802145058367,155.74568811088935
140.0,75,1103.1201445246402,141.11458334547527,243.46967792564755,239.4808124306093,129.10405425601465,193.9696831113544,155.98133345553916
140.0,80,1106.1959175034642,139.60838634463678,256.5069219486244,250.7319106824136,108.8444926127685,191.656432810196,158.84777310482477
140.0,85,1113.8817144274044,146.75279041098528,270.16168645841685,222.79041481118963,109.31395248127757,198.94283281019602,165.9200374553389
140.0,90,1105.7462033036045,136.37977250005557,260.20388781817525,237.57713353457805,112.5511343830834,195.0579399856523,163.9763350820602
140.0,95,1119.437959915891,130.0852174813107,251.05754381366094,250.84434917101265,119.17513438308339,204.03232096981424,164.24339409700917
140.0,100,1135.548620441294,136.42196222331208,252.6236127641423,252.1813995628202,126.58525325192223,202.41125781503828,165.32513482405875
150.0,20,740.7870815667246,101.52837037517699,167.63838652775038,153.2475304094833,76.60141562858107,122.77723280124893,118.99414582448402
150.0,25,893.6639617547529,124.47521516922886,204.8772734177816,194.24791907219281,90.84144978905614,136.5875825716278,142.63452173486576
150.0,30,954.6578149049127,129.80135043511623,227.51087012019238,208.54130326076432,91.22519937492181,163.4285389971594,134.15055271675857
150.0,35,978.4679101827157,123.38832612994567,223.77378435587704,203.4955947286122,106.15552698015705,175.05841022025066,146.59626776787303
150.0,40,1036.1412147982244,130.55631369126158,226.86686770183894,226.193017174704,127.11768216910734,181.63359578673914,143.7737382745734
150.0,45,1059.6980288106545,127.62417354955403,246.3748126341975,223.52018149383292,105.89532185903397,197.89263382765955,158.3909054463766
150.0,50,1071.7905178020433,130.90397217965634,241.0582765351641,237.53508851358077,116.24956532518289,181.38939292551606,164.65422232294324
150.0,55,1083.137464208671,144.5346991440349,238.9361597178179,216.86222719203144,130.53850892564458,183.8406612446491,168.42520798449303
150.0,60,1067.6360011299116,140.4726280380909,238.348736978779,225.47124454707304,105.91787689450085,194.67051046613278,162.75500420533507
150.0,65,1090.8439354898858,147.86340117988397,247.89883944412188,236.14989097929387,114.5446773158072,189.6854708666775,154.70165570410117
150.0,70,1096.23356074468,140.89848113835723,241.438480439703,236.83171272567705,128.41303982755912,192.60654996713845,156.04529664624502
150.0,75,1101.2313352606006,138.88412272200915,255.34433456922253,249.7914373549294,108.01572163664547,190.89084750817847,158.3048714696154
150.0,80,1112.7441771338317,146.65483592685217,270.2823403051266,223.80830947205845,107.89099048329375,198.17724750817845,165.93045343832253
150.0,85,1111.8394472525613,134.69886531046376,261.48178241561925,238.06532777641024,113.15500466248386,197.1323403136201,167.30612677396408
150.0,90,1113.0389945004636,130.05295185313432,253.9115808594352,240.70748642041423,120.51075601537721,203.86415667342314,163.9920626786794
150.0,95,1127.5181778508684,137.72084524128726,255.71127980443322,239.97711822972718,125.80995601537721,203.64013512832832,164.65884343171516
150.0,100,1140.1144177700214,145.36110923853008,262.45922594118224,250.62432243432562,125.80995601537721,188.08825640366015,167.77154773694613
160.0,20,767.9158545883711,106.77261253891079,162.7056064514521,163.10536779529144,82.46689538108797,126.18725538820063,126.67811703342817
160.0,25,902.5569510998731,119.31020747855865,194.9488359858859,194.28377963956106,97.67730112627426,145.83546483305187,150.5013620365414
160.0,30,963.0487992299943,136.86467834419204,206.47800674437303,207.11483662875247,96.80133983654291,173.116749506159,142.67318816997482
160.0,35,995.713915249867,130.4814841156808,210.62602813746116,213.86916025852963,118.70112176527876,173.09906886373525,148.9370521091813
160.0,40,1024.5709003236334,137.8475442908607,242.0549334211154,219.9397055482567,105.83545514301218,169.09562756974407,149.79763435064436
160.0,45,1049.5303883853542,133.04620775953853,224.85131843789034,237.35158153459528,112.68257234078355,180.75386502130925,160.84484329123717
160.0,50,1090.1931960046074,138.6702380606269,252.83737724359864,220.50726528449508,126.93181361704939,179.40518499641433,171.84131680242305
160.0,55,1052.5957016839882,123.66094768305807,251.84898601927242,217.04376152748796,106.59036627376453,195.3079097299501,158.14373045045525
160.0,60,1065.9605592104201,145.26784646678826,240.72559607703923,231.29033014480504,111.79904298737058,184.5033552007219,152.3743883336949
160.0,65,1104.301585659258,139.30929554272157,237.28291944745473,245.66860108361647,124.07410834489156,200.25877060890525,157.70789063166833
160.0,70,1088.5120549069163,137.5133899639096,251.56009822026826,246.3787413476133,107.72672379451984,188.8172902422581,156.51581133834722
160.0,75,1103.3387515418672,145.24880615993746,268.427710371714,221.02526692607262,107.10323284799382,196.76609024225812,164.767644993891
160.0,80,1105.2355429500496,132.66833981898804,259.7334186026338,237.16860352839478,112.4499324740788,196.42366086738517,166.79158765856917
160.0,85,1111.0740691149185,129.99817036254842,253.36173909037356,240.7181518677804,120.41491217604629,203.10354715206097,163.477548466109
160.0,90,1127.5568609647446,138.37246844337548,256.27634130326476,243.03634744246446,125.05171217604628,204.22328072961156,160.59671086998222
160.0,95,1139.3922123840648,145.94000788715934,261.8509167858109,250.7573622847844,125.05171217604628,187.2467023802817,168.5455108699822
160.0,100,1147.8379011445804,144.58640615993747,272.3467665703923,240.77231526671912,125.05171217604628,194.71765929941003,170.36304167207498
170.0,20,797.6686371081324,113.35723456276297,172.84165388296321,173.01625115032428,86.21724662432186,121.19031115715751,131.0459397306027
170.0,25,892.216717062399,127.65533303796384,193.01590270963678,192.60708993659154,103.5241067021528,141.07430983225515,134.33997484379884
170.0,30,952.3991028486492,113.31516951728824,205.55231915507355,219.33398284674865,100.880136303896,171.30735168512263,142.0101433405201
170.0,35,999.7564693833755,135.86683093015762,214.329440584966,213.72979987888593,123.1226558289428,171.14558680351746,141.56215535690572
170.0,40,1047.8495291612226,143.33187427232627,241.0050993913985,217.33154265419634,102.3002119079469,193.71651040275955,150.1642905325948
170.0,45,1061.0077018667384,129.12714833465455,239.601392475976,234.94423037431048,114.78012106990055,179.28166264300864,163.2731469688881
170.0,50,1070.4292723850033,144.1861681085914,240.35766321029845,217.84521528128928,131.2671044805218,186.815904651508,149.95721665279444
170.0,55,1064.818698705369,140.59879540073698,244.89068302849554,223.91129873479676,108.40665769499799,193.22043117549842,153.7908326708434
170.0,60,1110.4320191889017,149.9712441454923,256.60750170065523,241.26908590724312,116.39217871809021,194.28624034051046,151.9057683769104
170.0,65,1080.0857244990093,133.05668839005548,247.5070333316355,238.72920465192084,130.30729841270048,175.1888782059121,155.296621506785
170.0,70,1098.5420966353015,143.19571996148267,264.5968126013443,231.8619222090519,106.9676110395467,189.69761795318794,162.22241287068815
170.0,75,1092.5709622672885,134.26520799269682,256.69574985907633,234.34205941957757,111.09700828236957,193.9411200729292,162.229816640639
170.0,80,1101.4999009582243,128.6333867240504,250.00799626417714,238.90274567865174,119.00991344235217,202.28136491963346,162.6644939293596
