STORAGE[GWh],2017 POWER GENERATION[GWh],2018 POWER GENERATION[GWh],2019 POWER GENERATION[GWh],2020 POWER GENERATION[GWh],2021 POWER GENERATION[GWh],2022 POWER GENERATION[GWh]
10.0,86.23942875272661,135.0262275773395,118.44111206744775,59.25310891821257,119.11065191674183,102.89179362735219
15.0,99.36147880800567,161.80109852726181,152.39331232313222,81.0255211067319,155.86569245672092,116.8570902155202
20.0,109.0195827034855,200.40881556843334,174.1331370750599,98.09542837799557,173.340193272311,129.97545393012368
25.0,122.69142985254766,213.54274853931403,189.21574983199864,113.29995112326584,178.6927556278821,145.56912000132934
30.0,135.97942433441128,230.15962318570294,200.05033058451298,112.14834062480234,179.79705357757396,153.4624614310788
35.0,126.41131325565397,237.15528686230832,218.12052325520068,110.86996047782425,190.13521893909112,154.8498506102147
40.0,137.3182403913671,251.33311023011362,205.46223798453127,118.57822241470586,194.8608618026405,157.1801343066528
45.0,137.62693380843814,251.58901868379687,215.9879904897409,124.04761460409675,202.22578390630483,153.25633218217675
50.0,144.36562667763565,239.45390959250184,213.05892018636547,126.23343489911738,192.8823289497241,150.90863558350583
55.0,138.30402721480917,244.028612152798,221.61459918953872,136.63089161903503,200.28756106935583,154.67058107749597
60.0,141.4238605816827,260.3803806083595,235.3853470499803,138.89252662704445,198.61863232660485,156.15245849157998
65.0,138.93746404518686,254.09950464954198,244.84785031761504,128.26908386187822,198.22922711474354,159.448363931709
70.0,142.18194413966333,269.97464540132813,238.82834848546528,127.85027665340097,203.40550083113536,168.6034343416963
75.0,142.84828781483077,266.0788668269713,224.88603503608527,124.07484946028417,202.94189983554594,172.34047963606648
80.0,138.65558772531236,261.648680210776,232.7241473320951,134.16719430062466,202.48849618305792,162.78590086021057
85.0,138.99046642153075,265.26271387291274,240.48355417516987,136.95759880185673,202.0444477639017,171.07861050882923
90.0,151.99313037011595,266.98152055509735,248.38023730608663,126.26560230915159,201.609027123893,161.0075103941298
95.0,141.2061295222128,257.94222716307195,248.73721396935545,125.88856801923808,197.58049919645245,160.662925968762
100.0,133.82781038550593,256.28062344417765,251.5296036898691,125.51809418591735,197.17314888953982,161.29028711133304
105.0,148.9587426679825,258.0317951697463,253.14163642811843,124.91230358177945,196.77253474037659,169.7587585771506
110.0,153.21641467935189,252.100975816417,248.5545140585665,124.48647179749004,196.00738962023811,167.04391159259225
115.0,142.47505235651312,255.82342915185885,245.6975363059576,124.06704593254906,195.60830799809068,166.49343780928058
120.0,136.87752237785517,255.46360143069452,239.35913893429424,123.65365707131771,195.21497055491432,170.82819254886368
125.0,140.55979194346492,255.10873843638774,237.92166210675907,123.24597194735071,194.8270601893458,174.41103417231915
130.0,140.17752435346267,254.7585769985937,240.55710347433276,122.84368821682426,194.44428922274216,174.68766347854776
135.0,139.80012774066628,254.41287743103524,231.51190607759844,122.44653051563675,194.06639217706817,174.3765473399613
140.0,139.42736293095334,254.07142064751005,229.24150015732386,122.05424714612741,193.6931207326194,174.0692495416598
145.0,139.05901057552893,253.73400572203997,233.88207677095156,121.66660727404862,193.3242677395451,173.7655892580931
150.0,138.69486888346856,253.40044781185495,238.02591011865837,121.28339854238139,192.95963113266134,173.46540013797167
155.0,138.3347516802603,253.0705763789955,241.49415932045733,125.42879541285981,202.9677188352297,173.16852870377798
160.0,137.97848673650387,252.74423365938216,242.90778887175674,125.05171217604628,202.59226385173696,172.87483297398876
165.0,137.62591432193298,252.42127333828375,247.28115571550757,120.1584718155949,202.2206983742847,172.58418127104792
170.0,137.2768859484955,251.44533420631896,249.48173035122488,119.79116776001126,201.85286785533012,168.45295960511322
175.0,136.9312632729564,251.12866873839639,244.13322384917157,119.42744773009822,201.48862649909324,170.44209647382763
180.0,136.58891713481142,250.8150052906551,239.2328173267323,119.06717580230159,203.21371056046948,170.1309992261975
185.0,136.24972670954352,250.50423316158466,242.29834039804112,118.71022482553995,202.85834268850343,169.82276964225912
190.0,136.00391820772828,250.19624860195276,240.66732670181332,118.35647563407628,196.17322209932928,169.51730482159218
195.0,135.8046158762829,249.89095420735657,243.89850123986912,118.00581634980612,195.85142256731584,169.21450815669638
200.0,135.47795243628133,249.5882583780158,234.77672843119214,117.65814176177905,195.532362086847,168.91428879720408
205.0,135.15400020874313,249.28807483687325,234.14797867885076,117.3133527726921,195.2159497164673,168.61821318145178
210.0,134.8326713640407,248.99032219844557,237.7017836438091,116.97135590367422,194.90209967074819,168.32371496089337
215.0,134.51388293398657,248.69492358200097,241.92131381845726,116.63206284998462,194.59073091255325,168.03077114812518
220.0,134.19755643630637,244.16759760865952,245.9527287356183,116.29539008133173,194.2817664770524,167.74008967548104
225.0,133.88361753597073,243.8439782815539,248.30224752454404,115.96125848142154,193.97512462869392,168.9980462824215
230.0,133.57199573903145,243.5227475066193,247.64416888758785,115.62959302210172,193.67074602604202,169.03645381128902
235.0,133.2626241152061,243.20383628975233,247.20668241734248,115.30032246810202,193.36856529451106,168.77851752299773
240.0,132.95543904595783,242.88717905071397,246.77228798259827,114.97337910891113,193.30599673552686,168.52240425830766
245.0,132.65037999524736,242.57271338681292,246.3408999785482,114.64869851478285,192.97555148107165,168.26806354574657
250.0,132.34738930049616,242.26037985742298,245.91243686378394,114.32621931425412,192.64734670566364,168.01544730956897
255.0,132.0464119816115,241.95012178711892,245.48682089023524,114.00588299088649,192.32132285391282,167.7645097105318
260.0,131.74739556619016,241.6418850854909,245.06397785598864,113.68763369722676,191.99742308680194,167.5152070001595
265.0,131.450289929246,241.3356180819295,244.6438368786439,113.37141808422582,191.37521521530863,167.26749738711806
270.0,131.15504714600414,259.2129431290877,244.22633018714842,113.05718514456446,191.05170330572895,167.0213409144831
275.0,130.86162135647461,258.9380196951567,243.81139293028897,112.74488606851628,190.73017622154455,166.77669934682947
280.0,130.56996864066656,258.6647575314122,243.3989630002305,112.43447411113569,190.4105920177887,166.53353606619174
285.0,130.28004690343192,258.3931171970722,242.9889808696723,112.12590446969477,190.09290456787448,166.29181597605358
290.0,129.9918157680408,269.97619374053744,242.5813894413509,111.81913417041301,189.77706962820523,166.05150541261696
295.0,129.7052364776862,269.75870674087304,242.1761339087574,115.98430011129335,189.463044730247,165.81257206268268
300.0,129.42027180420507,269.54244508508805,241.7731616270582,115.67925604037713,193.3688306820274,165.57498488754683
305.0,139.73388352418056,269.32738161628873,241.37242199331385,115.37590205101738,193.06089114751364,165.3387140523797
310.0,139.43799762536554,269.1134902136698,240.97386633518596,115.07420129897217,192.75462984090177,165.10373086060844
