STORAGE[GWh],2017 POWER GENERATION[GWh],2018 POWER GENERATION[GWh],2019 POWER GENERATION[GWh],2020 POWER GENERATION[GWh],2021 POWER GENERATION[GWh],2022 POWER GENERATION[GWh]
10.0,83.94804517707554,135.54616344855862,117.4222711463397,59.05366149016999,110.1513275738314,99.79642917190189
15.0,99.36147880800567,152.598186695879,148.75593305141587,81.0255211067319,145.86963374657384,99.44599278346364
20.0,109.0195827034855,179.18399844612347,164.19789739625412,98.09542837799557,141.88026082610622,128.41312545806286
25.0,130.42106132188218,201.030791299805,193.42685589131165,101.2352851563738,143.06216924578595,136.7738426101615
30.0,110.13447334552728,218.61883808434803,207.7728777096517,96.68262604477685,166.80030354426293,152.06029347787313
35.0,124.64876347126706,222.36910191140097,197.90372922827123,113.24144478268289,165.42634996062304,146.8742196824221
40.0,138.90638206181126,237.3544647750427,221.58198385393436,120.78392768565072,173.19295657091843,143.24683374734116
45.0,122.27257882981043,246.0211974683239,225.56231490367728,129.08769979045832,181.1265312196546,150.71740937362355
50.0,131.70394827068822,231.664550451242,210.79723354945108,113.34634393391148,193.35990028084365,154.89535015924875
55.0,143.48403917080836,222.15610872351493,234.3578700254976,127.65902590953169,185.39189271399127,160.1032077315032
60.0,139.35358445354092,241.4192045237941,223.2611785252293,134.01643487383205,191.73001772466492,152.4496923457699
65.0,147.8024576123854,260.4096855928737,217.5815490140157,127.94924112843724,199.39994478116157,160.0324206421585
70.0,154.37180611560512,266.65484160568013,237.08495530229808,116.60191080262712,201.3241996766963,163.91409595895806
75.0,136.56088296635372,235.83796459422402,253.68604698914538,113.1278137880821,198.6939723702444,166.6143560764654
80.0,138.7381115912934,254.2133439557574,243.2261829957247,119.55657814884658,199.2160148817311,173.9392734961264
85.0,146.789086913852,261.9441588840999,217.51603826586202,132.7276209211978,187.5701397334508,170.0246687370838
90.0,152.12954124224578,268.66012481239835,228.76239535750884,136.30447195667395,197.38629439627206,158.56787528889018
95.0,142.30398802971277,262.486513375482,234.10002488984426,112.03927762611535,201.8860157367096,164.91688014760166
100.0,134.962346322405,241.2573934872642,233.2090230820701,111.4658027753241,204.0254288618763,153.86251708533487
105.0,150.12934951712313,253.43472443021167,240.24406502430145,116.87064200419212,192.97048255365303,157.1803824859601
110.0,154.42252415797782,252.100975816417,248.09017819252847,120.44455610930947,196.67194407208578,155.21142020530357
115.0,143.716130387579,251.69474570762335,245.6641201829387,130.90839429922934,201.3701067514731,157.5020531428972
120.0,137.04146873757358,251.29436266950117,252.0487285746282,133.63885673706508,202.13987151181985,155.40248898041793
125.0,140.7280911965555,249.32598954650953,252.42222720953288,123.24597194735071,201.54083198812154,161.43546039790147
130.0,140.35011882872692,268.7292992468438,237.7960516884353,122.84368821682426,201.12672740766456,165.19189324379104
135.0,139.97696270699475,277.0613800322246,229.8258155532145,122.44653051563675,200.99427249058078,168.77421896495744
140.0,139.60838634463678,277.2740419543926,237.57713353457805,112.5511343830834,195.0579399856523,163.9763350820602
145.0,150.34482776087273,276.99764763342154,245.1780574343606,116.16299742924714,200.80456070647767,164.57588386586494
150.0,149.96683592685218,276.7244127966351,250.6434864204142,120.51075601537721,203.86415667342314,163.9920626786794
155.0,133.51995151289535,269.5702877991791,250.90992368369865,124.10399541285982,203.26534198537405,166.10003447897185
160.0,138.37246844337548,256.27634130326476,243.0250197106935,125.05171217604628,202.88259347549482,160.59671086998222
165.0,142.26618493537376,264.446070024861,247.40074037942654,124.6785372408541,202.50381006584382,164.30001270674214
170.0,145.63269769787345,261.28110475490644,249.86702607685768,124.30911344235217,202.12883416900146,168.6684396093382
175.0,146.71732892472875,269.88996265430546,244.26944940048517,123.94329435323755,203.8014906770482,171.97671446105937
180.0,146.3357715522679,271.4713524281337,239.37154927834442,123.58094326552968,203.44705985074404,171.72930724822166
185.0,145.9577313379679,270.50113244330424,242.43955564620146,123.22193229434743,196.8899811803996,171.44968731583032
190.0,145.58308207558846,261.7847731864897,240.69418995751096,122.8661415862382,197.54790994723888,171.17257552334289
195.0,145.21170527708688,270.0428704410986,243.91137599826965,122.51345861743948,194.4690405038501,170.8978842302988
200.0,146.39093238902447,269.9791282164947,234.7898163148302,122.16377756981949,200.20186855539032,168.13669692612174
205.0,146.0508372618387,267.99117736713436,234.16127791884827,121.81699877417633,195.9573297579779,165.84882144384792
210.0,145.7134962435719,261.24512710159667,237.71529252859068,121.47302821216442,194.90209967074819,165.59333683566828
215.0,145.3788222316396,264.98019605776227,241.93503069057857,121.13177706942885,194.59073091255325,165.3398720798976
220.0,145.04673283290845,265.0047872102857,245.96665198883923,120.79316133361759,194.86177927593505,165.08836477624578
225.0,144.71715000815192,255.00414797813804,248.3163756011229,120.4571014318498,194.56366992836732,164.83875582184618
230.0,144.38999975063,254.73840573038325,247.6585002757754,120.12352190297928,194.2681307425958,169.8187651761229
235.0,144.06521179484986,254.47458236656723,247.22121564905683,119.79235110063104,199.74113394007225,169.57190295056526
240.0,143.74271935209225,254.2126236346026,246.78702163126422,119.46352092353058,199.41947106029934,169.32678548014226
245.0,143.42245886973976,253.95247791106857,246.35583265708613,119.13696657010222,199.10003439955133,169.0833644602901
250.0,143.10436981182343,253.6940960229503,245.92756722273498,118.81262631470294,198.49362194085884,168.84159387931476
255.0,142.78839445853146,253.437431084781,245.50214761601134,118.49044130319095,198.17468961641157,168.60142986600437
260.0,142.47447772270237,267.59369831290815,232.9674255449354,118.17035536581267,197.8578351744502,168.36283055015096
265.0,142.16256698156624,271.0830259740123,229.24752599114314,117.85231484563707,197.54300549974866,168.12575593466144
270.0,141.85261192220344,270.85897213889285,229.16629152939075,117.53626844097738,197.5342237836278,167.89016777809516
275.0,141.5445643993696,270.6362951996685,233.07005801554865,117.22216706042215,197.22696067269123,167.6560294866009
280.0,141.23837830449204,270.41495794244173,236.63826160932223,116.90996368925668,196.92155424977253,167.42330601434423
285.0,140.9340094447746,270.194934336791,240.87127600621096,116.59961326619276,196.61796043460828,167.19196377161904
290.0,140.63141543146997,269.97619374053744,243.78184497192746,116.2910725694445,196.3161369463898,166.96197053992614
295.0,140.3305555764765,269.75870674087304,243.38271452831614,115.98430011129335,196.01604320062347,166.73329539337942
300.0,140.03139079651035,269.54244508508805,242.98583282622468,115.67925604037713,195.71764021354716,166.50590862586975
305.0,139.73388352418056,269.32738161628873,242.59115002753356,115.37590205101738,195.4208905134314,166.27978168347585
310.0,139.43799762536554,269.1134902136698,242.19861819554507,115.07420129897217,195.12575805816664,166.05488710166426
