BASE LON,BASE LAT,STORAGE[GWh],2017[GWh],2018[GWh],2019[GWh],2020[GWh],2021[GWh],2022[GWh]
155,20,10.0,81.92550924725205,134.3602918924555,116.64702342272261,56.32035283371979,110.10769145971489,90.72292245278291
150,20,10.0,81.70625754871293,136.17871262882213,141.40747800914536,59.18281678265475,118.60579266643238,99.2797179661562
145,20,10.0,84.62720205169167,144.05674868883796,150.5028435800516,78.53470407309769,126.8441578460799,99.4270758725355
140,20,10.0,83.90378405982023,152.42808455061876,158.78731689446033,80.50905291689136,146.1641211818902,107.56755113368337
135,20,10.0,88.65809263401546,166.6630972717081,156.14322808294332,93.36665428001471,132.9368417496723,104.67816420249993
130,20,10.0,89.36578746872436,159.0124654823381,152.26424390546143,93.58323938642866,126.0066500716166,97.34706722583186
125,20,10.0,75.64149410948669,142.84384013434325,132.66781909601838,85.19458493846808,120.08626888940897,98.80576298925357
155,25,10.0,81.89288040965037,132.45863042790933,115.65076540041191,58.75435819089273,101.70399565405893,99.30199375700083
150,25,10.0,93.34368795249836,136.3094777299817,126.5134759446513,67.55488636313065,108.373183462608,99.74247669394137
145,25,10.0,93.14792673599266,149.17308001646063,143.7247656594677,73.26767322029187,123.88263886444518,99.5351540450944
140,25,10.0,84.78326379553472,161.39711694922912,144.1673941056521,88.18045330711118,134.5427350121894,108.3408587985026
135,25,10.0,84.25335118884634,152.3595300921433,142.77773408716413,87.72650411018611,135.3476127894311,107.99932082470055
130,25,10.0,84.20630788238866,143.5580847117985,139.5252514417264,93.19901592279555,124.14663569315891,105.84843508677154
155,30,10.0,75.7470167782066,115.05052744603402,114.55486943400784,55.393181093364504,100.84315897144857,99.20793465440362
150,30,10.0,89.73539514157001,134.03076692449704,114.37957423160044,66.76911089636172,113.95883480160923,99.41039844617978
145,30,10.0,92.66344082678177,141.2372237261595,137.01195284896917,65.99055357959612,117.4364209523663,107.99930042122597
140,30,10.0,84.66205953822652,151.07483583202222,138.91729545648775,82.04766555612262,121.27029641234158,106.88383820021936
135,30,10.0,84.656569224641,151.69622476990273,139.42036093670816,84.38232611937839,123.09795172123962,107.2490714805632
155,20,20.0,104.82579161563362,177.81381305012374,171.69434609599494,105.75715320144707,146.46678266184298,121.49690871619869
150,20,20.0,110.073039670388,194.72479499946343,192.19379777052146,110.94568219031447,156.15763152529397,131.33431151558045
145,20,20.0,112.98154740565036,222.08843706144324,198.42565892456182,103.00397219767007,171.97083026466228,133.49853007865926
140,20,20.0,115.72869906206087,230.56901283118444,200.43304984876997,105.22115383120665,173.07309358863952,138.55955269459545
135,20,20.0,119.3130007384833,235.25464775008103,197.89816870380537,110.71581485492688,175.55761377048606,138.0872170971606
130,20,20.0,120.20142003704117,230.74100280872818,191.01003682463144,113.38577097781383,166.075220656166,137.27510298878028
125,20,20.0,113.73040773343472,205.93939517587793,175.307105412373,112.3027079005482,161.93649234841467,137.0757755722289
155,25,20.0,109.09199913952958,177.36211084667914,171.53683847484,97.92239818832302,148.06576949782638,131.1857820340842
150,25,20.0,119.92961608664383,204.53242576171988,193.58262286077147,97.93143435887893,163.4903019096179,133.80687018519143
145,25,20.0,125.06869100374097,209.79069692537524,191.58932080518193,106.24366471369324,172.98614616019952,133.41316354045617
140,25,20.0,116.01978284518044,222.0685871642612,191.78773516104002,107.21291461525513,171.70231870513507,138.58174385776874
135,25,20.0,127.82689566437541,227.22680020268444,191.11897195521487,113.36664633576815,174.54510350773654,137.4478212550365
130,25,20.0,127.72486666266342,224.3268625457385,175.95973011822872,105.04953781959082,169.28271779904387,137.03238185712536
155,30,20.0,108.5118862066553,177.03683281849248,159.3433464978591,97.54721593695346,153.89825859253347,127.69642189484576
150,30,20.0,118.61640020326445,202.7244836116628,180.6104192266035,100.81296365630037,162.86314890673282,134.94766446613056
145,30,20.0,122.15419897116536,207.8202269157474,185.08041233442776,109.00003653361838,158.72045077499985,131.42163468357626
