BASE LON,BASE LAT,STORAGE[GWh],2017[GWh],2018[GWh],2019[GWh],2020[GWh],2021[GWh],2022[GWh]
155,20,10.0,83.900232878793,127.15196324995613,109.66572777073263,59.76976315212657,110.71331745622027,90.67040258420523
150,20,10.0,75.54224734339606,135.6624799750589,135.72890041901465,59.18281678265475,119.3626081085673,99.24883594108891
145,20,10.0,84.72465089035448,144.36310375312652,143.5779868228332,76.71339055489852,126.97443361217044,99.27208187893305
140,20,10.0,84.07063542285995,153.30410868293697,152.48422907601815,84.56349418743115,134.66063852268618,107.19081571488316
135,20,10.0,83.5522329283059,158.6464856561176,152.31165186995682,93.2138394261495,126.72191856070746,98.94164598286628
130,20,10.0,88.44922920413221,145.39157251088074,151.8617028671396,93.41272047325693,126.0066500716166,99.26076157430279
125,20,10.0,75.55893292195107,142.90392066787072,117.50798543833376,85.10275181280959,117.95439775954401,98.8688343905
155,25,10.0,84.27672972267283,109.60566349319579,109.70056944401074,59.058769504439745,117.32808893328531,99.25674106802917
150,25,10.0,93.34368795249836,127.16696090210937,126.33727487350218,67.68806914793701,108.28771555723358,99.67232863595198
145,25,10.0,93.14792673599266,143.78448687128093,143.70647118952678,67.13368807292403,119.37372986759792,99.55023211558819
140,25,10.0,84.76307709703872,153.33959697753775,143.08166421867827,79.03977975147147,125.53353237256357,108.35579301679259
135,25,10.0,84.3248048306441,152.89494460659694,142.5189335481038,90.85235852850461,135.37757685727686,107.89419532232982
130,25,10.0,83.88107917194203,135.38953034040665,133.46895209867284,93.08215679235852,126.87480125173015,99.12204447961294
155,30,10.0,75.7470167782066,114.46915214171258,109.36071427420634,58.88674770129478,100.553973215904,98.96244440900617
150,30,10.0,92.41282603450533,126.39165129670329,117.30215554526112,66.74110476525068,109.86672363728607,99.38348282130256
145,30,10.0,92.66344082678177,134.32359984807667,125.4653022411964,66.9490835393568,117.50112631612777,108.19504977115258
140,30,10.0,84.66205953822652,142.71573359314462,133.04765717809963,76.06375260851254,119.02461607783948,115.77525351054213
135,30,10.0,84.656569224641,143.59040532392478,133.5089563696207,84.38232611937839,118.59460873255267,107.48200157118194
155,20,20.0,108.53203387506545,164.5869187657468,164.40794609599493,105.75715320144707,141.18805016791177,129.11358632012556
150,20,20.0,110.073039670388,181.40567648580424,192.20067393004405,110.94568219031447,159.3614980392801,129.67192153650413
145,20,20.0,113.92054261839935,210.72231721711742,192.36293341527946,103.00397219767007,157.9592302803738,129.6970527026641
140,20,20.0,113.56093113812379,207.78433531658536,205.88280336987773,105.3414702984428,147.74680905751566,145.50432313667145
135,20,20.0,119.5783087984334,209.67256969146467,190.66154115965432,110.73967691796346,175.31331088933487,145.28119311209903
130,20,20.0,119.09162824659012,207.4509211013747,190.77515254374438,113.38577097781383,147.90016270600904,144.84673618334375
125,20,20.0,105.67299472011541,186.0010909156414,175.307105412373,112.51539304518853,144.74588516562977,128.24496531998753
155,25,20.0,109.09199913952958,164.11411084667913,163.58803847484,97.92239818832302,125.62845678746558,127.77428824123612
150,25,20.0,114.22329654579872,180.59014369847054,193.58262286077147,97.93143435887893,157.53103356300747,129.3987017224354
145,25,20.0,121.54041881307529,196.59427585991435,191.66082045092335,106.24366471369324,158.7737129266572,143.15421687129407
140,25,20.0,113.93959107577884,202.02061839492575,191.78773516104002,113.752006430194,163.39620369370465,145.07548298815124
135,25,20.0,114.76931633923422,204.38294571017963,191.11897195521487,113.36664633576815,163.1952388224834,144.78605115102587
130,25,20.0,114.26805052808965,203.6305994950332,175.68849049199247,105.04958584438477,146.6802600579784,128.32047259580503
155,30,20.0,108.5118862066553,163.7888328184925,159.3433464978591,97.54721593695346,125.70177916605645,124.28312369225294
150,30,20.0,114.30238068830771,178.6253012905554,180.6104192266035,100.81296365630037,141.21400264123864,126.39829550948625
145,30,20.0,114.19715269521922,180.32949657842278,179.29868531415104,109.67555814180035,156.91386870973176,127.89435430190406
140,30,20.0,114.12782951593702,181.87577849194406,179.86865319979708,113.06042772367442,158.77655896768394,142.79627142216884
135,30,20.0,109.44844483156999,197.525579709256,179.85525234406498,112.85926456120896,157.83690533327328,139.40770700276423
155,20,30.0,132.42890573747735,194.2771083071418,207.44774672193404,97.35063208019926,167.08334223797422,151.42705975136388
150,20,30.0,112.00303741546314,218.67482109011434,208.7064810035697,98.149684629952,167.09613841729595,151.9499433692128
145,20,30.0,119.80149763147081,218.84256915587994,218.94616864823752,104.87673545337611,167.18360856541233,151.62898864877238
140,20,30.0,121.4033657213048,224.63430345647566,218.86524056736928,109.69012559994059,170.59840307412594,152.33008003867747
135,20,30.0,121.42586683211444,248.2612234584022,219.3920293026953,120.41725923806486,166.89625877022374,151.88846995231398
130,20,30.0,122.33775461295845,221.39954316006677,207.36587106935517,110.65160265401524,166.95067658104284,152.3442905275768
125,20,30.0,117.38511905680805,194.56288571786956,193.9061075033197,111.13083955233168,166.99626106064915,151.99879675611035
155,25,30.0,108.27098243894545,218.38908541835482,207.3140649247701,98.08751500530713,166.3976883400676,151.11729498716647
150,25,30.0,133.08286316029637,218.51266628707407,207.87093864806212,101.5829980459948,166.80692389579735,152.35730640147352
145,25,30.0,116.44756792321932,218.8394097602272,214.2913717517517,105.27728358385265,166.77554795704035,151.62276271712787
140,25,30.0,119.7404874256801,221.71017403290963,207.69534697132215,117.62535179353291,170.48908260408714,152.10411968521964
135,25,30.0,119.490873784412,222.6589922827434,207.6323147895195,117.67771768037751,164.16070371828445,151.89789861617732
130,25,30.0,119.48915211468909,197.64027994806312,207.58431880492364,114.85483653284514,167.00343018198623,151.9370275700208
155,30,30.0,107.82347635391571,218.94896778080965,194.45240469522693,97.75727884795722,166.63098597320166,150.464396635884
150,30,30.0,132.64070748641475,219.16874668076116,195.2267316921178,98.26146017332545,165.68534858654783,151.38089176338397
145,30,30.0,112.33319399139896,217.61650301999487,207.05472937898008,102.78763719870953,166.16769948786157,152.1386543736417
140,30,30.0,115.39830436087082,219.7902302677426,207.7990447141526,110.41765002464079,166.32911406033966,151.8429488111546
135,30,30.0,116.40805520260403,219.90848111235465,206.50684059340844,115.4286287766177,166.34459923994467,151.5319145959124
155,20,40.0,118.30524922699159,240.9945706032407,225.99903168064162,129.10113065989077,185.09664441507792,141.49192095720255
150,20,40.0,140.23841434273484,238.34570832173955,223.41889925120825,129.35718492347192,183.91911806662156,143.66836519392882
145,20,40.0,140.64061304582754,238.8629805723615,225.50267070142183,117.46682149935245,183.72263715183135,143.92642557313002
140,20,40.0,140.39252229847173,240.18480512163558,225.9049204030293,130.02450024836057,187.3063452036924,143.50341585789462
135,20,40.0,137.08393636661384,241.05754273240234,225.55019414652435,129.3627121504513,185.66568897746626,157.58781079090886
130,20,40.0,124.45293639702885,239.21762822732617,224.9952290423332,129.43684264638094,185.1289101191044,143.6046109531404
125,20,40.0,119.1878319996685,235.2674493598837,219.88213034137598,110.3999967946154,184.02884200066592,142.61469332719318
155,25,40.0,138.1207406944023,235.358760787872,225.2361550508445,122.56707633348466,186.2545631255907,140.91854452078778
150,25,40.0,136.15352564101022,237.85277580814807,224.78091897521102,129.52295300725189,183.07838514663413,160.57903954282202
145,25,40.0,136.14459680244133,239.6524565874864,225.14696551100133,129.94693495365888,183.48861112774557,158.87214269732328
140,25,40.0,140.5795114115152,239.06156406170055,224.9793832764786,129.74543369056434,181.46429140107335,157.8734064627514
135,25,40.0,138.3787138045915,238.50268817284456,225.0814157039679,116.77653689266869,184.01396489862793,160.84284318302295
130,25,40.0,119.91630038277457,236.1851510109533,222.90038895103498,129.58694610829306,184.8249065000236,142.85393415098713
155,30,40.0,135.35493141303223,225.90817367507148,225.75542952295322,125.47348599579477,185.17696552556646,143.07452706208454
150,30,40.0,135.5507375458551,233.2589163081218,221.60534690313088,129.36701484809504,183.63512203841512,142.37267492510003
145,30,40.0,136.5076027614671,235.21591229536986,224.40805320647723,128.5938362052822,183.66520846406388,160.13104265954183
140,30,40.0,140.16937915750992,255.14046106195428,224.4666882209987,129.55916851155737,181.39075226019253,159.74571529620994
